"caso","tr_mite","fecha_de_radicaci_n","a_o_de_radicaci_n","mes_de_radicaci_n","catastro","municipio","direcci_n","regi_n","status","adjudicado_o_pendiente","fecha_de_adjudicaci_n","siglas","x","y","radicado_por_pa","nombre_del_proyecto","publico_o_privado","rural_o_urbano","due_o_del_proyecto","location_1","lat","lon"
"2014-297406-PUS-11201","Permiso de Uso Certificado","2014-12-23T18:01:00.000","2014","2014.12","058-079-160-02","Vega Alta","Carr. #2, Km 29.7, Centro Gran Caribe, Espinosa, Vega Alta","Arecibo","Expedido","Adjudicado","2014-12-23T00:00:00.000","PUS-CERT","211886.223894639","264105.37688593898","Si","Papa Johns Vega Alta","Privado","Urbano","JUAN COBO ","(18.4124870300292, -66.3208312988281)","18.412487030029201","-66.320831298828097"
"2011-694289-PUS-11181","Permiso de Uso Certificado","2014-12-23T14:49:00.000","2014","2014.12","099-000-009-25","San Sebastián","Carr   Pr 125, Km. 19.1, Int., Guatemala, Guatemala, San Sebastián","Aguadilla","Expedido","Adjudicado","2014-12-23T00:00:00.000","PUS-CERT","138979.788211359","256807.730746279","No","San Antonio de la Plata - 3","Privado","Rural","RUBÉN RAMIREZ FONT","(18.345718383789, -67.0106506347656)","18.345718383788999","-67.010650634765597"
"2014-301783-PUS-11172","Permiso de Uso Completo","2014-12-23T12:54:00.000","2014","2014.12","188-027-147-18","Utuado","A #E 59 Carretera 123, Km. 54 , Barriada, Salto Abajo, Utuado","Arecibo","Expedido","Adjudicado","2015-02-03T00:00:00.000","PUS-CONV","170638.55561174001","248553.675945939","No","Carlos Cuevas Serrano 'Cuevas Critical Transport '","Privado","Urbano","CARLOS CUEVAS SERRANO","(18.2718124389648, -66.7110061645507)","18.271812438964801","-66.711006164550696"
"2011-158320-PUS-11171","Permiso de Uso Certificado","2014-12-23T12:49:00.000","2014","2014.12","150-025-038-15","Fajardo","Ave. Conquistador, M-10, Urb. Veve Calzada, Barrio Pueblo, Fajardo","Central","Expedido","Adjudicado","2014-12-23T00:00:00.000","PUS-CERT","281995.02954453899","255704.722269569","No","construccion plaza del rio","Privado","Rural","HORACIO DIAZ ","(18.3350524902343, -65.657615661621)","18.3350524902343","-65.657615661620994"
"2014-293841-PUS-11169","Permiso de Uso Certificado","2014-12-23T11:59:00.000","2014","2014.12","421-011-128-04","Arroyo","Carr. 753, ., ., Pitahaya, Arroyo","Humacao","Expedido","Adjudicado","2014-12-29T00:00:00.000","PUS-CERT","239689.201212919","217873.287767339","Si","Jesus Alicea Rodriguez ","Privado","Rural","JESUS ALICEA RODRIGUEZ  ","(17.9944515228271, -66.0585861206054)","17.994451522827099","-66.058586120605398"
"2014-309105-PUS-11167","Permiso de Uso Certificado","2014-12-23T11:19:00.000","2014","2014.12","012-075-071-03","Arecibo","Calle Manuel Pérez, Esq. Ana Lens , ., ., Barrio Pueblo, Arecibo","Arecibo","Expedido","Adjudicado","2014-12-23T00:00:00.000","PUS-CERT","169278.10265186901","270950.48945763003","No","Oficina Médica Dr Sebastián Infanzón","Privado","Urbano","DR. SEBASTIÁN INFANZÓN RODRÍGUEZ ","(18.4741420745849, -66.7242126464843)","18.474142074584901","-66.724212646484304"
"2014-307116-PUS-11168","Permiso de Uso Certificado","2014-12-23T11:19:00.000","2014","2014.12","058-070-042-14","Vega Alta","Carr. #2 Km. 29.3, Local 3, #143, Espinosa, Vega Alta","Arecibo","Expedido","Adjudicado","2014-12-29T00:00:00.000","PUS-CERT","212535.09101326001","264278.72309215","Si","Terra Tile","Privado","Urbano","GLORICRUZ REYES RIVERA","(18.4140491485595, -66.3146896362304)","18.414049148559499","-66.314689636230398"
"2014-287142-PUS-11166","Permiso de Uso Certificado","2014-12-23T11:18:00.000","2014","2014.12","266-000-001-38","Adjuntas","Carr. Pr 522, Km .4, Frente Villas Soto Mayor, Garzas, Adjuntas","Ponce","Expedido","Adjudicado","2014-12-23T00:00:00.000","PUS-CERT","167287.838322589","238164.02137713","No","Gazebo con Baño y Almacen de Arnaldo Jimenez","Privado","Rural","ARNALDO JIMENEZ ","(18.178653717041, -66.7376556396484)","18.178653717041001","-66.737655639648395"
"2014-309099-PUS-11165","Permiso de Uso Certificado","2014-12-23T11:17:00.000","2014","2014.12","233-038-215-01","Mayagüez","Betances Esq, Morell Campos, ., # 73 Norte Calle Ramon E. , Barrio Pueblo, Mayagüez","Aguadilla","Expedido","Adjudicado","2014-12-23T00:00:00.000","PUS-CERT","125211.75047603001","241269.87795654","No","BARRA-MINI-MARKET (PAT.BEBS.ALCH.Y CIGS.)","Privado","Urbano","ARIEL HERNANDEZ ","(18.2049007415771, -67.1403427124023)","18.204900741577099","-67.140342712402301"
"2014-309098-PUS-11164","Permiso de Uso Certificado","2014-12-23T10:52:00.000","2014","2014.12","129-012-047-04","San Sebastián","Carr 413  Interior , 3.3 , ., Barrio Pueblo, San Sebastián","Aguadilla","Expedido","Adjudicado","2014-12-23T00:00:00.000","PUS-CERT","140989.18849177001","255751.58258556001","No","ESTACIONAMIENTO ","Privado","Rural","RONALD BURSENDA ","(18.336233139038, -66.9916076660156)","18.336233139038001","-66.991607666015597"
"2014-296783-PUS-11163","Permiso de Uso Certificado","2014-12-23T10:40:00.000","2014","2014.12","090-000-006-23","Luquillo","Pr-3 , 34.8 Interior, Fortuna, Mameyes I, Luquillo","Central","Expedido","Adjudicado","2014-12-26T00:00:00.000","PUS-CERT","259801.13128333","260638.844813609","Si","OCEAN BLUE","Privado","Rural","JOSE PADILLA ","(18.3803653717041, -65.8674392700195)","18.380365371704102","-65.867439270019503"
"2014-309085-PUS-11162","Permiso de Uso Certificado","2014-12-23T10:34:00.000","2014","2014.12","344-000-009-32","Coamo","5559, 1.8, ., San Ildefonso, Coamo","Ponce","Expedido","Adjudicado","2014-12-23T00:00:00.000","PUS-CERT","204398.157399619","225831.367420439","No","Carlos Paint","Privado","Rural","CARLOS REYES SANCHEZ","(18.0667152404785, -66.3917846679687)","18.066715240478501","-66.391784667968693"
"2014-309096-PUS-11161","Permiso de Uso Certificado","2014-12-23T10:26:00.000","2014","2014.12","397-000-005-08","Arroyo","Int. 754, ., Sector Palmarejo, Yaurel, Arroyo","Humacao","Expedido","Adjudicado","2014-12-23T00:00:00.000","PUS-CERT","239227.51262928001","221617.76588712001","No","UN (1) KIOSKO 'RENACER NAVIDEÑO' CON VBAD","Privado","Rural","LUIS RAMOS DE JESUS","(18.0282917022705, -66.062873840332)","18.028291702270501","-66.062873840332003"
"2014-308457-PUS-11148","Permiso de Uso Certificado","2014-12-23T09:59:00.000","2014","2014.12","350-983-530-03","Vega Baja","Carr 688, Km 2.3, Sabana, Cabo Caribe, Vega Baja","Arecibo","Expedido","Adjudicado","2014-12-23T00:00:00.000","PUS-CERT",,,"Si","Caribbean Decor Stone - Cambio de Dueño","Privado","Rural","RAFAEL CASANOVA TIRADO",,,
"2011-799454-PUS-11147","Permiso de Uso Certificado","2014-12-23T09:17:00.000","2014","2014.12","003-094-278-74","Isabela","459, 14.5 Int., Bejucos, Bejucos, Isabela","Aguadilla","Cancelado","Adjudicado","2015-04-03T00:00:00.000","PUS-CERT","135743.14587096","273778.432844489","No","Construcción de Residencia del Sr. Mercado","Privado","Rural","MANRIQUE MERCADO ","(18.4989471435546, -67.0418090820312)","18.498947143554599","-67.041809082031193"
"2014-241152-PUS-11146","Permiso de Uso Certificado","2014-12-23T09:13:00.000","2014","2014.12","391-000-010-02","Juana Díaz","Carretera Estatal Pr-1, 108.2, Comunidad Santy, Río Cañas Abajo, Juana Díaz","Ponce","Expedido","Adjudicado","2014-12-23T00:00:00.000","PUS-CERT","198590.325988439","219740.33519051","No","140115-01 Techo de Metal - Monsanto","Privado","Rural","JUAN SANTIAGO CABÁN","(18.0116863250732, -66.4466476440429)","18.0116863250732","-66.446647644042898"
"2014-309084-PUS-11144","Permiso de Uso Certificado","2014-12-23T09:05:00.000","2014","2014.12","215-000-001-12","Utuado","Carr. 605, 1.2, ., Viví Arriba, Utuado","Arecibo","Expedido","Adjudicado","2014-12-23T00:00:00.000","PUS-CERT","174496.39266533","244394.229393619","No","Brisas del Viví","Privado","Rural","FRANK RIVAS MÁRQUEZ ","(18.2342815399169, -66.6744689941406)","18.2342815399169","-66.674468994140597"
"2014-308816-PUS-11142","Permiso de Uso Certificado","2014-12-23T08:25:00.000","2014","2014.12","032-073-767-24","Arecibo","Carretera Pr-2, Km. 62.3 Int., N/A, Garrochales, Arecibo","Arecibo","Expedido","Adjudicado","2014-12-23T00:00:00.000","PUS-CERT","181533.755902139","267436.362993869","No","Permiso de Uso Anibal Ortíz","Privado","Rural","ANIBAL ORTIZ TORRES","(18.4425334930419, -66.6081390380859)","18.4425334930419","-66.608139038085895"
"2014-301784-PUS-11141","Permiso de Uso Completo","2014-12-23T08:13:00.000","2014","2014.12","188-037-135-16","Utuado","Edificio 2 Carr. 123 , Local # 10 , Centro Comercial Cabrera , Barrio Pueblo, Utuado","Arecibo","Expedido","Adjudicado","2015-02-05T00:00:00.000","PUS-CONV","170739.437186119","247992.27753565001","No","Alexis Sepulveda ' Sepulveda Ambulance '","Privado","Urbano","ALEXIS  SEPULVEDA ","(18.2667427062988, -66.7100448608398)","18.2667427062988","-66.710044860839801"
"2014-305921-PUS-11121","Permiso de Uso Certificado","2014-12-23T00:18:00.000","2014","2014.12","253-000-009-45","Las Piedras","Carr. #198, Km 18.60, Ceib A, Ceiba, Las Piedras","Humacao","Expedido","Adjudicado","2014-12-23T00:00:00.000","PUS-CERT","256838.81044247001","240820.8113189","No","CONSTRUCCION RESIDENCIA MANUEL CORDERO","Privado","Rural","MANUEL  CORDERO ","(18.20139503479, -65.8960189819335)","18.20139503479","-65.896018981933494"
"2014-300622-PUS-11103","Permiso de Uso Certificado","2014-12-22T19:47:00.000","2014","2014.12","018-055-026-48","Vega Alta","Calle Narciso Correa, Lote # 11, Sector Cerro Gordo, Sabana, Vega Alta","Arecibo","Cancelado","Adjudicado","2015-02-14T00:00:00.000","PUS-CERT","209088.47364439","271668.50146032003","No","Construccion vivienda Brenda Lee Rivera","Privado","Rural","BRENDA  RIVERA HERNANDEZ","(18.4808292388916, -66.3472824096679)","18.480829238891602","-66.347282409667898"
"2014-308861-PUS-11101","Permiso de Uso Completo","2014-12-22T19:37:00.000","2014","2014.12","266-074-042-27","Adjuntas","Dr Barbosa, 20, Pueblo, Barrio Pueblo, Adjuntas","Ponce","Cancelado","Adjudicado","2015-02-16T00:00:00.000","PUS-CONV","169186.02686290001","236428.870884459","No","FERNANDINI OPTICAL GALLERY,INC","Privado","Rural","HECTOR  ORTIZ FERNANDINI","(18.1622467041015, -66.7245635986328)","18.162246704101499","-66.724563598632798"
"2014-309018-PUS-11092","Permiso de Uso Certificado","2014-12-22T15:59:00.000","2014","2014.12","422-000-002-15","Patillas","Carr #757, Km 1.7, Los Pollos, Bajo, Patillas","Humacao","Expedido","Adjudicado","2014-12-23T00:00:00.000","PUS-CERT","247379.85720125001","217345.54201337","Si","Oscar Ortiz Santiago","Privado","Rural","OSCAR ORTIZ ","(17.9895286560058, -65.9859771728515)","17.989528656005799","-65.985977172851506"
"2014-308978-PUS-11091","Permiso de Uso Certificado","2014-12-22T15:52:00.000","2014","2014.12","031-079-055-14","Arecibo","Carr.Pr-2, Km. 65.3, Factor 2, Factor, Arecibo","Arecibo","Expedido","Adjudicado","2015-01-07T00:00:00.000","PUS-CERT","178719.794589839","267392.15453986899","Si","Controling The Game ","Privado","Rural","RALPH  ARGUELLES TORRES","(18.4421081542968, -66.634780883789)","18.4421081542968","-66.634780883789006"
"2014-309000-PUS-11090","Permiso de Uso Certificado","2014-12-22T15:22:00.000","2014","2014.12","440-090-004-12","Guayama","Carretera Pr-3, Ramal 7710, Km. 5.0, Sector Pozuelo, Jobos, Guayama","Humacao","Expedido","Adjudicado","2014-12-24T00:00:00.000","PUS-CERT","225512.01035805","211824.012979569","Si","LA SABROSURA RESTAURANT & SPORT BAR","Privado","Rural","HECTOR ENCHAUTEGUI ","(17.9400119781494, -66.1925201416015)","17.9400119781494","-66.192520141601506"
"2014-308977-PUS-11089","Permiso de Uso Certificado","2014-12-22T15:04:00.000","2014","2014.12","031-079-055-14","Arecibo","Carr.Pr-2, Km. 65.3, Factor 2, Factor, Arecibo","Arecibo","Expedido","Adjudicado","2015-01-07T00:00:00.000","PUS-CERT","178719.794589839","267392.15453986899","Si","MAGUEYES MEDICA SUPPLY","Privado","Rural","IRIS TORRES ","(18.4421081542968, -66.634780883789)","18.4421081542968","-66.634780883789006"
"2013-201113-PUS-11088","Permiso de Uso Certificado","2014-12-22T15:03:00.000","2014","2014.12","299-034-004-75","Cidra","Carretera Núm. 171, 5.0 (Int.), Sector Nogueras, Rincón, Cidra","Humacao","Expedido","Adjudicado","2014-12-22T00:00:00.000","PUS-CERT","228417.546362269","234190.543630959","Si","Centro de Transporte ","Privado","Urbano","JOSÉ RIVERA PÉREZ","(18.1420574188232, -66.1647872924804)","18.1420574188232","-66.164787292480398"
"2014-308977-PUS-11087","Permiso de Uso Certificado","2014-12-22T14:58:00.000","2014","2014.12","031-079-055-14","Arecibo","Carr.Pr-2, Km. 65.3, Factor 2, Factor, Arecibo","Arecibo","Expedido","Adjudicado","2015-01-07T00:00:00.000","PUS-CERT","178719.794589839","267392.15453986899","Si","MAGUEYES MEDICA SUPPLY","Privado","Rural","IRIS TORRES ","(18.4421081542968, -66.634780883789)","18.4421081542968","-66.634780883789006"
"2014-308980-PUS-11084","Permiso de Uso Certificado","2014-12-22T14:37:00.000","2014","2014.12","031-079-055-14","Arecibo","Carr.Pr-2, Km. 65.3, Factor 2, Factor, Arecibo","Arecibo","Expedido","Adjudicado","2015-01-07T00:00:00.000","PUS-CERT","178719.794589839","267392.15453986899","Si","Cafeteria Danny","Privado","Rural","LUIS  CUBANO TORRES","(18.4421081542968, -66.634780883789)","18.4421081542968","-66.634780883789006"
"2013-213088-PUS-11083","Permiso de Uso Certificado","2014-12-22T14:34:00.000","2014","2014.12","011-054-102-04","Hatillo","Calle C , Solar 120, Carrizales , Carrizales, Hatillo","Arecibo","Expedido","Adjudicado","2015-03-02T00:00:00.000","PUS-CERT","162464.167785189","271735.633131259","No","Permiso Const. Iglesia Cristiana Puerta Esperanza","Privado","Rural","ANGEL HERNANDEZ MARTINEZ","(18.4811267852783, -66.7887344360351)","18.481126785278299","-66.788734436035099"
"2014-308998-PUS-11082","Permiso de Uso Certificado","2014-12-22T14:16:00.000","2014","2014.12","420-000-008-18","Guayama","Carr # 3 , Km 134.8, Plaza Guayama Mall, Algarrobo, Guayama","Humacao","Expedido","Adjudicado","2014-12-23T00:00:00.000","PUS-CERT",,,"Si","Rinconcito Natural LLC","Privado","Rural","JORGE ESPADA ",,,
"2014-308396-PUS-11061","Permiso de Uso Certificado","2014-12-22T13:00:00.000","2014","2014.12","297-044-129-36","Aibonito","Carr. #162, Km. 1.9 Int.,, Llanos, Llanos, Aibonito","Ponce","Cancelado","Adjudicado","2015-01-22T00:00:00.000","PUS-CERT","215055.032587939","233985.71718055001","No","ISRAEL TORRES COLON","Privado","Rural","ISRAEL TORRES ","(18.1403413550763, -66.2910636417179)","18.140341355076298","-66.291063641717898"
"2014-296525-PUS-11044","Permiso de Uso Certificado","2014-12-22T11:46:00.000","2014","2014.12","127-061-105-09","Añasco","4403, 3.5 Int., Los Pinos, Humatas, Añasco","Aguadilla","Expedido","Adjudicado","2014-12-22T00:00:00.000","PUS-CERT","127202.00431156","254305.43106559","No","Residencia Manuel Ruiz, solar Remanente","Privado","Rural","MANUEL RUIZ VEGA","(18.3227424621582, -67.1219940185546)","18.3227424621582","-67.121994018554602"
"2014-308983-PUS-11042","Permiso de Uso Certificado","2014-12-22T10:51:00.000","2014","2014.12","008-050-001-41","Quebradillas","Carr. 2, 102.1, ., Terranova, Quebradillas","Aguadilla","Expedido","Adjudicado","2014-12-22T00:00:00.000","PUS-CERT","146350.64120955","271957.37212049001","No","GONZALEZ SHELL INC.","Privado","Rural","NESTOR GONZALEZ ","(18.4827861785888, -66.9413146972656)","18.4827861785888","-66.941314697265597"
"2014-305039-PUS-11025","Permiso de Uso Certificado","2014-12-22T09:15:00.000","2014","2014.12","335-037-034-01","Sabana Grande","Betances, Plaza Busigo, Pueblo, Barrio Pueblo, Sabana Grande","Aguadilla","Cancelado","Adjudicado","2014-12-23T00:00:00.000","PUS-CERT","144248.664768199","227321.33973532001","No","1 KIOSKO BEBIDAS - ENCENDIDO DE NAVIDAD","Privado","Urbano","DIANA CRUZ ","(18.0794582366943, -66.9599990844726)","18.0794582366943","-66.959999084472599"
"2013-228259-PUS-11023","Permiso de Uso Certificado","2014-12-22T08:20:00.000","2014","2014.12","188-007-162-53","Utuado","Ave. Fernando Luis Rivas Dominicci, Est. Parque Ramón Cabañas, Urb. Jesús María Lago, Salto Abajo, Utuado","Arecibo","Expedido","Adjudicado","2014-12-22T00:00:00.000","PUS-CERT","170951.656280389","248939.94060100001","No","1 Kiosco Bebidas Alcohólicas/Festival Nacional BBQ","Privado","Urbano","RAFAEL MORÁN VÉLEZ ","(18.2753067016601, -66.7080535888671)","18.275306701660099","-66.708053588867102"
"2014-308296-PUS-10941","Permiso de Uso Certificado","2014-12-19T21:18:00.000","2014","2014.12","417-000-003-49","Salinas","Camino El Coco, Solar #14, Sector Godreau, Aguirre, Salinas","Humacao","Expedido","Adjudicado","2015-02-23T00:00:00.000","PUS-CERT","216217.87410797901","216637.99229674001","No","Permiso de Uso Apartamentos Residenciales","Privado","Rural","PEDRO CORREA MORALES ","(17.9835968017578, -66.2802124023437)","17.983596801757798","-66.280212402343693"
"2014-305736-PUS-10921","Permiso de Uso Certificado","2014-12-19T20:31:00.000","2014","2014.12","114-056-003-03","San Juan","Pr-1, 18.1 Marginal, Sector Minao, Caimito, San Juan","Central","Expedido","Adjudicado","2014-12-19T00:00:00.000","PUS-CERT",,,"Si","HARD ROCK DESIGN - SJ","Privado","Rural","JOSE GARCIA BLANCO",,,
"2013-199368-PUS-10901","Permiso de Uso Certificado","2014-12-19T17:27:00.000","2014","2014.12","345-005-430-48","Coamo","Carretera Pr 5556, 1.2, Urb. Los Flamboyanes, Pasto, Coamo","Ponce","Expedido","Adjudicado","2014-12-22T00:00:00.000","PUS-CERT","209350.72878937901","228551.45442158001","No","Urb. Los Flamboyanes","Privado","Urbano","RAMÓN MISLA ","(18.0912761688232, -66.3449935913085)","18.0912761688232","-66.344993591308494"
"2014-306977-PUS-10881","Permiso de Uso Certificado","2014-12-19T17:07:00.000","2014","2014.12","143-009-008-04","San Juan","Ave. Los Romeros, 1621, Centro Comercial Montehiedra, Caimito, San Juan","Central","Expedido","Adjudicado","2014-12-26T00:00:00.000","PUS-CERT","238598.340776809","256003.89764504001","Si","Yogen Fruz, Montehiedra","Privado","Urbano","JOAN HODGSON ","(18.3389778137207, -66.0681686401367)","18.3389778137207","-66.068168640136705"
"2014-287142-PUS-10861","Permiso de Uso Certificado","2014-12-19T16:53:00.000","2014","2014.12","266-000-001-38","Adjuntas","Carr. Pr 522, Km .4, Frente Villas Soto Mayor, Garzas, Adjuntas","Ponce","Cancelado","Adjudicado","2015-01-22T00:00:00.000","PUS-CERT","167287.838322589","238164.02137713","No","Gazebo con Baño y Almacen de Arnaldo Jimenez","Privado","Rural","ARNALDO JIMENEZ ","(18.178653717041, -66.7376556396484)","18.178653717041001","-66.737655639648395"
"2014-308578-PUS-10841","Permiso de Uso Certificado","2014-12-19T16:06:00.000","2014","2014.12","039-048-309-40","Cataño","Ave. Los Conquistadores Num. 150, Local Num. 02b, Centro Comercial Marina Bahia, Palmas, Cataño","Central","Expedido","Adjudicado","2014-12-24T00:00:00.000","PUS-CERT","230706.469698189","268336.53557458002","Si","LABORATORIO CLINICO TERESITA II","Privado","Urbano","JOSE  MORENO RODRIGUEZ","(18.4505271911621, -66.1426391601562)","18.450527191162099","-66.142639160156193"
"2014-308557-PUS-10821","Permiso de Uso Certificado","2014-12-19T13:42:00.000","2014","2014.12","233-048-224-15","Mayagüez",". Calle De Diego # 55-E, Suite #  203, Edif. Cpr Profesional Building, Barrio Pueblo, Mayagüez","Aguadilla","Expedido","Adjudicado","2014-12-19T00:00:00.000","PUS-CERT","125344.19077994001","241004.78203084","No","OFICINA MEDICA (CAMBIO DE DUEÑO)","Privado","Urbano","GILBERTO  BAEZ ","(18.2025108337402, -67.1390838623046)","18.202510833740199","-67.139083862304602"
"2014-308516-PUS-10802","Permiso de Uso Certificado","2014-12-19T12:55:00.000","2014","2014.12","189-092-179-25","Utuado","Carr. 111, Km. 3.3, ., Viví Abajo, Utuado","Arecibo","Expedido","Adjudicado","2014-12-19T00:00:00.000","PUS-CERT","174334.72477293","246149.14502232001","No","LA CABAÑA BAR & GRILL II","Privado","Urbano","LOURDES MORALES ","(18.2501354217529, -66.676025390625)","18.250135421752901","-66.676025390625"
"2014-308498-PUS-10801","Permiso de Uso Certificado","2014-12-19T12:48:00.000","2014","2014.12","233-058-342-12","Mayagüez","Calle Santiago R. Palmer # 11, ., Estacionamiento Hotel El Sol, Barrio Pueblo, Mayagüez","Aguadilla","Expedido","Adjudicado","2014-12-19T00:00:00.000","PUS-CERT","125200.563005909","240777.666713399","No","SLUGGERPUB FIESTA NAVIDAD UN KIOSKO","Privado","Urbano","GUSTAVO CRUZADO ","(18.200454711914, -67.1404342651367)","18.200454711913999","-67.140434265136705"
"2014-271540-PUS-10781","Permiso de Uso Certificado","2014-12-19T12:26:00.000","2014","2014.12","030-052-464-47","Arecibo","Calle Num. 8, Lote L-29, Urb. San Felipe, Hato Abajo, Arecibo","Arecibo","Expedido","Adjudicado","2014-12-22T00:00:00.000","PUS-CERT","167533.56299491","268302.09755737003","No","Segunda planta en residencia de Samuel Calderon ","Privado","Urbano","SAMUEL CALDERON ","(18.4501895904541, -66.7406845092773)","18.450189590454102","-66.740684509277301"
"2014-308356-PUS-10761","Permiso de Uso Certificado","2014-12-19T09:50:00.000","2014","2014.12","352-056-010-20","Yabucoa","Carr. 902, ., Sector Martorell, Limones, Yabucoa","Humacao","Expedido","Adjudicado","2014-12-19T00:00:00.000","PUS-CERT","256344.66060803001","226944.26403521001","No","KIOSKO CON BEBIDAS ALCOHOLICAS Y COMIDA","Privado","Rural","IDELIZA SANCHEZ RODRIGUEZ","(18.0760345458984, -65.9010696411132)","18.076034545898398","-65.901069641113196"
"2014-296096-PUS-10745","Permiso de Uso Certificado","2014-12-19T09:02:00.000","2014","2014.12","068-080-052-01","Aguada","Plaza Pública Cristóbal Colón, 0.0, Pueblo, Barrio Pueblo, Aguada","Aguadilla","Expedido","Adjudicado","2014-12-19T00:00:00.000","PUS-CERT","120168.514070189","260645.76423109","No","(1) Kiosco con B.A.D. y Comida","Privado","Rural","ISRAEL RUIZ ROSARIO","(18.3797760009765, -67.1887741088867)","18.379776000976499","-67.188774108886705"
"2014-308344-PUS-10744","Permiso de Uso Certificado","2014-12-19T09:01:00.000","2014","2014.12","335-037-034-01","Sabana Grande","Ave. Greorio Martinez, 0, Plaza Publica Busigo, Barrio Pueblo, Sabana Grande","Aguadilla","Expedido","Adjudicado","2014-12-19T00:00:00.000","PUS-CERT","144248.664768199","227321.33973532001","No","1 KIOSKO BEBIDAS PLAZA PUBLICA BUSIGO","Privado","Urbano","RAFAEL  NAZARIO ","(18.0794582366943, -66.9599990844726)","18.0794582366943","-66.959999084472599"
"2014-308344-PUS-10743","Permiso de Uso Certificado","2014-12-19T08:56:00.000","2014","2014.12","335-037-034-01","Sabana Grande","Ave. Greorio Martinez, 0, Plaza Publica Busigo, Barrio Pueblo, Sabana Grande","Aguadilla","Expedido","Adjudicado","2014-12-19T00:00:00.000","PUS-CERT","144248.664768199","227321.33973532001","No","1 KIOSKO BEBIDAS PLAZA PUBLICA BUSIGO","Privado","Urbano","RAFAEL  NAZARIO ","(18.0794582366943, -66.9599990844726)","18.0794582366943","-66.959999084472599"
"2014-245669-PUS-10742","Permiso de Uso Certificado","2014-12-19T08:35:00.000","2014","2014.12","354-031-594-52","Humacao","Carr 906, 1.0, Palmas Del Mar, Candelero Abajo, Humacao","Humacao","Cancelado","Adjudicado","2015-01-22T00:00:00.000","PUS-CERT","266453.33129901002","227485.244431489","No","Harbour Lakes","Privado","Urbano","VANESSA DE MARI MONSERRATE","(18.0806331634521, -65.805564880371)","18.080633163452099","-65.805564880370994"
"2012-044201-PUS-10741","Permiso de Uso Certificado","2014-12-19T08:24:00.000","2014","2014.12","330-000-006-12","Humacao","Carr. 906, 1.0, Palmas Del Mar, Candelero Abajo, Humacao","Humacao","Cancelado","Adjudicado","2015-01-22T00:00:00.000","PUS-CERT","266293.57196879003","230344.869802659","No","Harbour Lakes","Privado","Urbano","JUAN ZALDUONDO ","(18.1064758300781, -65.8069839477539)","18.1064758300781","-65.806983947753906"
"2014-307567-PUS-10723","Permiso de Uso Certificado","2014-12-18T17:32:00.000","2014","2014.12","121-000-005-88","Fajardo","Carr. 987, 6.0, Sector Las Croabas, Cabezas, Fajardo","Central","Expedido","Adjudicado","2014-12-19T00:00:00.000","PUS-CERT","284978.70122001","259042.44359166001","No","THE OCEAN CLUB & SEVEN SEAS","Privado","Urbano","MICHAEL SCARFIA ","(18.3650913238525, -65.6292495727539)","18.3650913238525","-65.629249572753906"
"2014-307567-PUS-10721","Permiso de Uso Certificado","2014-12-18T17:06:00.000","2014","2014.12","121-000-005-88","Fajardo","Carr. 987, 6.0, Sector Las Croabas, Cabezas, Fajardo","Central","Expedido","Adjudicado","2014-12-19T00:00:00.000","PUS-CERT","284978.70122001","259042.44359166001","No","THE OCEAN CLUB & SEVEN SEAS","Privado","Urbano","MICHAEL SCARFIA ","(18.3650913238525, -65.6292495727539)","18.3650913238525","-65.629249572753906"
"2014-307567-PUS-10701","Permiso de Uso Completo","2014-12-18T16:09:00.000","2014","2014.12","121-000-005-88","Fajardo","Carr. 987, 6.0, Sector Las Croabas, Cabezas, Fajardo","Central","Expedido","Adjudicado","2014-12-23T00:00:00.000","PUS-CONV","284978.70122001","259042.44359166001","No","THE OCEAN CLUB & SEVEN SEAS","Privado","Urbano","MICHAEL SCARFIA ","(18.3650913238525, -65.6292495727539)","18.3650913238525","-65.629249572753906"
"2014-307567-PUS-10682","Permiso de Uso Completo","2014-12-18T15:46:00.000","2014","2014.12","121-000-005-88","Fajardo","Carr. 987, 6.0, Sector Las Croabas, Cabezas, Fajardo","Central","Expedido","Adjudicado","2014-12-24T00:00:00.000","PUS-CONV","284978.70122001","259042.44359166001","No","THE OCEAN CLUB & SEVEN SEAS","Privado","Urbano","MICHAEL SCARFIA ","(18.3650913238525, -65.6292495727539)","18.3650913238525","-65.629249572753906"
"2014-307567-PUS-10681","Permiso de Uso Completo","2014-12-18T15:42:00.000","2014","2014.12","121-000-005-88","Fajardo","Carr. 987, 6.0, Sector Las Croabas, Cabezas, Fajardo","Central","Expedido","Adjudicado","2014-12-24T00:00:00.000","PUS-CONV","284978.70122001","259042.44359166001","No","THE OCEAN CLUB & SEVEN SEAS","Privado","Urbano","MICHAEL SCARFIA ","(18.3650913238525, -65.6292495727539)","18.3650913238525","-65.629249572753906"
"2014-308136-PUS-10661","Permiso de Uso Certificado","2014-12-18T15:07:00.000","2014","2014.12","099-000-001-75","Moca","Carr 111 , 11.3, ., Capá, Moca","Aguadilla","Expedido","Adjudicado","2014-12-18T00:00:00.000","PUS-CERT","134054.73339223","259235.08355754","No","(1) TARIMA -FESTIVAL DE MASCARAS ","Privado","Urbano","JUAN SALAS HERNANDEZ ","(18.3675022125244, -67.0573272705078)","18.3675022125244","-67.057327270507798"
