"table_id","codigo","escuela","region","distrito","municipio_escolar","direccio_fisica","direccion_municipio","direccio_estado","direccion_zipcode","geolocalizacion","telefono","fax","director","zona","estatus_actual","nivel_original","grados_original","grados_posterior","matricula_total","grado_infant","grado_toddler","grado_pk","grado_pke","grado_pkm","grado_k","grado_1","grado_2","grado_3","grado_4","grado_5","grado_6","grado_sge","grado_7","grado_8","grado_9","grado_sgi","grado_10","grado_11","grado_12","grado_sgs","espa_ol_proficiente_avanzado","espa_ol_pre_b_sico","espa_ol_b_sico","espa_ol_proficiente","espa_ol_avanzado","matem_ticas_proficiente_avanzado","matem_ticas_pre_b_sico","matem_ticas_b_sico","matem_ticas_proficiente","matem_ticas_avanzado","ingl_s_proficiente_avanzado","ingl_s_pre_b_sico","ingl_s_b_sico","ingl_s_proficiente","ingl_s_avanzado","bajo_nivel_pobreza"
"208","71639","DELIA DAVILA DE CABAN","BAYAMON","TOA BAJA","TOA BAJA","CALLE LAGO LAS CURIAS FINAL 5TA SECCION LEVITTOWN","TOA BAJA","PR","00949-0000","(18.43506, -66.18149)","261-1340","261-0235","DIANA E. MATOS RODRIGUEZ","URBANA","SI","ELEMENTAL","K - 6","K - 6","231",,,,,"9","38","29","34","43","46","31",,"1",,,,,,,,,"61.02","4.24","34.75","40.68","20.34","58.47","1.69","39.83","32.20","26.27","27.97","28.81","43.22","24.58","3.39","74.06"
"210","20735","DIEGO VAZQUEZ","CAGUAS","GURABO","CAGUAS I","CALLE D FINAL BDA. MORALES","CAGUAS","PR","7264956","(18.23283, -66.04072)","743-3695","744-0820","AMALIA E RAMIREZ OYOLA","URBANA","SI","SEGUNDA UNIDAD","K - 9 , EEE","K - 9 , EEE","198",,,,,,"21","17","21","16","17","16","20","7","24","20","19",,,,,,"59.32","5.08","35.59","33.05","26.27","58.47","3.39","38.14","27.12","31.36","39.83","8.47","51.69","27.12","12.71","86.01"
"213","26153","DOLORES GONZALEZ","CAGUAS","GUAYAMA","ARROYO","CALLE A URB JARDINES DE ARROYO","ARROYO","PR","00714-0000","(17.97405, -66.06448)","839-5177","839-5177","MARIA A. MORALES RODRIGUEZ","URBANA","SI","ELEMENTAL","K - 6","K - 6","144",,,,,,"24","20","20","25","20","35",,,,,,,,,,,"48.75","16.25","35","26.25","22.50","51.25","3.75","45","25","26.25","28.75","22.50","48.75","25","3.75","72.79"
"214","11643","DOMINGO APONTE COLLAZO","ARECIBO","CAMUY","LARES","CARR 111 CALLE RAMON DE JESUS SIERRA","LARES","PR","00669-0000","(18.29666, -66.87977)","897-1570","897-2980","VICTOR MATOS ARROYO","URBANA","SI","SUPERIOR","10 - 12 - SGS","10 - 12 - SGS","1027",,,,,,,,,,,,,,,,"255",,"260","262","243","7","46.67","8.33","45","28.33","18.33","3.33","21.67","75","3.33","0","37.92","25","37.08","17.08","20.83","74.83"
"215","50252","DOMINGO MASSOL","PONCE","UTUADO","ADJUNTAS","CARR 388 KM 0 HM 1 BO VACAS SALTILLO","ADJUNTAS","PR","00601-0000","(18.13412, -66.72947)","829-2494","829-2536","RICARDO CRUZ ACOSTA","RURAL","SI","ELEMENTAL","K - 6","K - 6","114",,,,,,"18","23","19","22","14","18",,,,,,,,,,,"46.43","7.14","46.43","26.79","19.64","57.14","3.57","39.29","32.14","25","25","19.64","55.36","21.43","3.57","86.11"
"217","58081","DOMINGO PIETRI RUIZ","PONCE","UTUADO","ADJUNTAS","16 CALLE RODULFO GONZALEZ","ADJUNTAS","PR","6011029","(18.17278, -66.726671)","829-2505","829-6712","INEABELL RIVERA MALDONADO","URBANA","SI","ELEMENTAL","K - 3 , EEE","K - 3 , EEE","425",,,,"5",,"54","65","75","75","70","55",,"26",,,,,,,,,"33.04","26.34","40.63","20.54","12.50","46.64","14.80","38.57","30.04","16.59","12.67","38.91","48.42","10.41","2.26","78.93"
"220","54866","DR ALFREDO M AGUAYO","PONCE","PONCE","PONCE III","AVE 65 INFANTERIA ESQ VALDIVIESO BO PLAYA","PONCE","PR","00731-7020","(17.98619, -66.61915)","842-5028","842-5028","GLORIA RODRIGUEZ","URBANA","SI","INTERMEDIO","9-Jul","9-Jul","268",,,,,,"23","20","27","25","17","27","59",,"39","31",,,,,,,"16.18","31.86","51.96","12.25","3.92","11.33","40.39","48.28","9.85","1.48","18.32","49.50","32.18","14.36","3.96","79.84"
"221","61333","DR ANTONIO S PEDREIRA","SAN JUAN","SAN JUAN I","SAN JUAN II","CALLE ANGEL ESQ ANDORRA URB PUERTO NUEVO","SAN JUAN","PR","00921-0000","(18.4073, -66.07822)","782-1030","792-6880","VACANTE/PREP.MAGALY RODRIGUEZ","URBANA","SI","ELEMENTAL","K - 6","K - 6","288",,,,,,"47","49","46","50","49","47",,,,,,,,,,,"80.56","2.08","17.36","29.17","51.39","83.33","0","16.67","29.86","53.47","63.19","3.47","33.33","29.86","33.33","59.03"
"222","40022","DR CARLOS GONZALEZ","MAYAGUEZ","AGUADILLA","AGUADA","CARR 441 KM 0 HM 1 BO GUANIQUILLA","AGUADA","PR","00602-0000","(18.3835, -67.19133)","868-3280","868-3280","JULIO A. QUINONES ROSARIO","URBANA","SI","SUPERIOR","10 - 12 , EES","10 - 12 , EES","1094",,,,,,,,,,,,,,,,"290",,"66","378","360",,"75.35","3.88","20.78","21.05","54.29","55.68","9.42","34.90","13.30","42.38","76.52","7.46","16.02","17.13","59.39","62.38"
"223","10439","DR CAYETANO COLL Y TOSTE","ARECIBO","ARECIBO","ARECIBO II","CARR 638 HM 5 BO MIRAFLORES","ARECIBO","PR","00616-0000","(18.42251, -66.64628)","881-6002","881-6002","MAGSEL ARROYO CINTRON","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE - EEI","K - 9 , EEE - EEI","491",,,,,,"47","50","46","49","41","60","59","14","73","52",,,,,,,"98.81","0","1.19","7.42","91.39","59.23","2.38","38.39","30.36","28.87","95.21","2.40","2.40","24.85","70.36","72.27"
"224","17707","DR EFRAIN GONZALEZ TEJERA","PONCE","UTUADO","UTUADO","CARR 111 KM 16.6 BO ANGELES","UTUADO","PR","6110000","(18.29252, -66.80358)","894-7245","894-7245","ALBA IRIS ACEVEDO RAMOS","RURAL","SI","ELEMENTAL","PK - 6 , EEE","K - 5, EEE","188",,,"12",,,"22","33","25","38","28","23",,"7",,,,,,,,,"96.83","1.59","1.59","33.33","63.49","88.89","0","11.11","28.57","60.32","82.54","1.59","15.87","42.86","39.68","81.93"
"225","46003","DR EFRAIN SANCHEZ HIDALGO","MAYAGUEZ","SAN SEBASTIAN","MOCA","CALLE MONSENOR JOSE TORRES","MOCA","PR","6760736","(18.39137, -67.11149)","818-0941","818-0941","YOLANDA RAMOS SOTO","URBANA","SI","INTERMEDIO","8 - 9 , EEI","8 - 9 , EEI","436",,,,,,,,,,,,,,,,"270","42","43","42","39",,"45.95","18.92","35.14","27.48","18.47","7.27","33.64","59.09","6.36","0.91","46.82","24.55","28.64","20","26.82","74.07"
"226","71647","DR EFRAIN SANCHEZ HIDALGO","BAYAMON","TOA BAJA","TOA BAJA","MARIANO ABRIL COSTALO 6TO SEC LEVITOWN","TOA BAJA","PR","-951","(18.44162, -66.16943)","784-5570","795-6290","LILLIAM ALAMO SIERRA","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","295",,,,,,"27","26","50","51","51","59",,"31",,,,,,,,,"37.78","18.89","43.33","22.22","15.56","38.55","15.64","45.81","18.99","19.55","35","17.78","47.22","23.33","11.67","71.03"
"227","61655","DR FACUNDO BUESO","SAN JUAN","SAN JUAN I","SAN JUAN I","CALLE DEL VALLE ESQ EDUARDO CONDE","SAN JUAN","PR","00915-0000","(18.44306, -66.05612)","727-4578","727-5349","ANGEL ESPADA MOLINA","URBANA","SI","SUPERIOR","10 - 12 , EES","10 - 12 , EES","429",,,,,,,,,,,,,,,,"91",,"129","46","84","79","12.96","31.48","55.56","11.11","1.85","0","41.51","58.49","0","0","21.15","55.77","23.08","13.46","7.69","95.85"
"228","61622","DR FRANCISCO HERNANDEZ Y GAETAN","SAN JUAN","SAN JUAN I","SAN JUAN I","CALLE LABRA PDA 18","SAN JUAN","PR","00907-0000","(18.44513, -66.07799)","722-4676","722-4676","LUZ C. HERNANDEZ ORTIZ","URBANA","SI","ELEMENTAL","K - 6","K - 6","214",,,,,,"23","40","30","36","36","49",,,,,,,,,,,"77.78","2.56","19.66","35.90","41.88","67.52","0.85","31.62","29.91","37.61","35.34","21.55","43.10","26.72","8.62","88.83"
"231","15792","DR HERIBERTO DOMENECH","MAYAGUEZ","SAN SEBASTIAN","ISABELA","CARR 2 KM 112 BO MORA","ISABELA","PR","00662-0000","(18.4701, -67.02635)","830-2915","830-2915","EFRAIN VAZQUEZ TORRES","RURAL","SI","SUPERIOR","12-Oct","12-Oct","715",,,,,,,,,,,,,,,,"199",,"201","159","130","26","42.58","12.26","45.16","28.39","14.19","2.56","30.13","67.31","1.92","0.64","40.91","21.43","37.66","18.83","22.08","73.20"
"232","70136","DR HIRAM GONZALEZ","BAYAMON","BAYAMON","BAYAMON III","URB SAN FERNANDO 9 INTERIOR CALLE LOS MILLONES","BAYAMON","PR","00957-0000","(18.38415, -66.17501)","785-2536","288-5770","NEURIS N CONTRERAS OJEDA","URBANA","SI","ELEMENTAL","PK - 6 , EEE","PK - 5, PKEE, EEE","482",,,"20","7",,"72","96","86","95","39","28",,"39",,,,,,,,,"47.62","17.46","34.92","33.33","14.29","55.56","6.35","38.10","35.71","19.84","33.33","22.22","44.44","26.98","6.35","82.48"
"233","52084","DR JOSE C BARBOSA","PONCE","PONCE","PONCE I","CALLE GUADALUPE BO PUEBLO","PONCE","PR","00733-0000","(18.01518, -66.62006)","842-8671","842-8671","VACANTE","URBANA","SI","ELEMENTAL","K - 6","K - 5","211",,,,,,"33","36","42","35","32","33",,,,,,,,,,,"42","14","44","34","8","38","6","56","16","22","26","14","60","20","6","97.47"
"235","61663","DR JOSE CELSO BARBOSA","SAN JUAN","SAN JUAN I","SAN JUAN I","PDA. 4 1/2, PONCE DE LEON","SAN JUAN","PR","00906-6246","(18.4659, -66.10116)","722-5340","724-6254","ZORAYA DE LA VEGA PENA","URBANA","SI","SECUNDARIO","12-Jul","12-Jul","257",,,,,,,,,,,,,,"49","40","44",,"46","40","38",,"36","12.80","51.20","25.60","10.40","0.80","36","63.20","0.80","0","27.20","32","40.80","20","7.20","77.56"
"236","65003","DR JOSE M LAZARO","SAN JUAN","CAROLINA","CAROLINA II","AVE EL COMANDANTE URB COUNTRY CLUB","CAROLINA","PR","00984-0000","(18.41606, -65.99382)","769-3638","762-8850","JULIO FERNANDEZ","URBANA","SI","SUPERIOR","10 - 12 , EES","10 - 12 , EES","731",,,,,,,,,,,,,,,,"116",,"214","195","206",,"28.21","23.08","48.72","18.80","9.40","1.02","33.67","65.31","0","1.02","27.84","46.39","25.77","15.46","12.37","77.11"
"237","20362","DR JOSE N GANDARA","CAGUAS","BARRANQUITAS","AIBONITO","315 CALLE DEGETAU SUR","AIBONITO","PR","00705-0000","(18.13952, -66.26427)","735-7290","735-3461","LUZ V. RODRIGUEZ RODRIGUEZ","URBANA","SI","SUPERIOR","12-Oct","12-Oct","567",,,,,,,,,,,,,,,,"144",,"113","165","137","8","56.86","7.84","35.29","33.33","23.53","26.32","7.24","66.45","11.18","15.13","47.33","14","38.67","28","19.33","65.40"
"238","70565","DR JOSE PADIN","BAYAMON","BAYAMON","BAYAMON II","URB LOMAS VERDES CALLE JACINTO ESQ DRAGON","BAYAMON","PR","00956-0000","(18.37319, -66.15324)","785-0010","740-1875","MARISOL MARRERO","URBANA","SI","SECUNDARIO","EEI - EES","EEI - EES","93",,,,,,,,,,,,,,,,,"59",,,,"34","20","75","5","15","5","30","40","30","25","5","75","15","10","55","20","90"
"239","71043","DR JOSE PADIN","BAYAMON","COROZAL","COROZAL","CARR 565 KM 6 BO CUCHILLAS","COROZAL","PR","7831700","(18.29035, -66.35331)","859-0304","859-0304","RAFAEL GARCIA","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEE - EEI","K - 8, EEE, EEI","427",,,,,,"45","35","56","45","44","43","51","14","40","50",,"4",,,,,"46.40","14.41","39.19","24.77","21.62","17.57","23.42","59.01","11.71","5.86","24.77","27.93","47.30","16.67","8.11","81.86"
"240","20818","DR JUAN JOSE OSUNA","CAGUAS","GURABO","CAGUAS II","CARR 1 KM 38 HM 5, BO. TURABO, SECTOR VILLA ESPERA","CAGUAS","PR","00726-9173","(18.20382, -66.05255)","747-8629","744-5405","PATRICIA NIEVES SANCHEZ","URBANA","SI","SUPERIOR","12-Oct","12-Oct","404",,,,,,,,,,,,,,,,"115",,"90","104","92","3","25","21","54","19","6","1","57","42","0","1","22.22","55.56","22.22","14.14","8.08","79.74"
"241","63073","DR JULIO J HENNA","SAN JUAN","SAN JUAN I","SAN JUAN I","VILLA PALMERA CALLE HENNA ESQ PROVIDENCIA","SAN JUAN","PR","00925-0000","(18.44568, -66.04791)","726-4803","727-6067","GLORIA ORTIZ","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","299",,,,,,"44","61","50","44","42","48",,"10",,,,,,,,,"14.73","26.36","58.91","10.85","3.88","27.13","13.95","58.91","20.16","6.98","13.18","16.28","70.54","13.18","0","95.09"
"242","57877","DR MAXIMO DONOSO SANCHEZ","PONCE","SANTA ISABEL","JUANA DIAZ","CARR 510 KM 2 HM 4 BO LA PLENA","JUANA DIAZ","PR","00795-0000","(18.02024, -66.52824)","260-4694","260-4694","MELISSA HERNANDEZ COLON","RURAL","SI","SECUNDARIO","12-Jul","12-Jul","492",,,,,,,,,,,,"49",,"84","78","83",,"79","55","64",,"46.98","11.63","41.40","28.37","18.60","10.23","19.53","70.23","8.84","1.40","38.60","27.91","33.49","22.33","16.28","74.90"
"243","66001","DR MODESTO RIVERA RIVERA","SAN JUAN","CAROLINA","CAROLINA II","CALLE 9 #84 BLQ. 79 UR. VILLA CAROLINA","CAROLINA","PR","00985-0000","(18.3984, -65.96031)","762-7505","776-0334","DOMINGO LEDUC DEL VALLE","URBANA","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","240",,,,,,"29","42","30","36","37","38",,"28",,,,,,,,,"27.54","26.35","46.11","17.37","10.18","16.27","31.33","52.41","11.45","4.82","25.77","44.17","30.06","18.40","7.36","92.54"
"244","12872","DR PEDRO ALBIZU CAMPOS","ARECIBO","CAMUY","QUEBRADILLAS","CARR 113 CALLE LINARES","QUEBRADILLAS","PR","00678-0000","(18.46849, -66.93915)","895-2780","895-0744","MIRIAM VEGA MENA","URBANA","SI","INTERMEDIO","9-Jul","9-Jul","243",,,,,,,,,,,,"77",,"74","74",,"18",,,,,"24.56","38.16","37.28","14.47","10.09","4.82","44.74","50.44","3.95","0.88","24.23","42.73","33.04","15.86","8.37","80.25"
"245","27540","DR PEDRO ALBIZU CAMPOS","CAGUAS","CIDRA","AGUAS BUENAS","CARR 156 RAMAL 794 BO.CAGUITAS SECTOR CAMINO VERDE","AGUAS BUENAS","PR","7030000","(18.25266, -66.10144)","732-1040","732-1040","CARMEN JESSICA SANDOVAL IRIZARRY","URBANA","SI","INTERMEDIO","7 - 9 , EEI","7 - 9 , EEI","591",,,,,,,,,,,,"161",,"140","158","115","17",,,,,"41.10","19.86","39.04","22.60","18.49","2.36","29.97","67.68","2.02","0.34","28.97","38.28","32.76","16.55","12.41","80.48"
"246","31286","DR PEDRO ALBIZU CAMPOS","HUMACAO","CANOVANAS","CANOVANAS","CARR 188 HM 3 BO SAN ISIDRO","CANOVANAS","PR","00729-0000","(18.39341, -65.88726)","876-4610","876-4610","HECTOR E. DE JESUS CORREA","RURAL","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","272",,,,,,"40","56","40","44","40","42",,"10",,,,,,,,,"29.35","34.24","36.41","20.11","9.24","17.30","37.30","45.41","15.14","2.16","18.92","41.62","39.46","17.30","1.62","97.29"
"247","55889","DR PEDRO ALBIZU CAMPOS","PONCE","SANTA ISABEL","JUANA DIAZ","CALLE 30 SECTOR AGUILITA","JUANA DIAZ","PR","00795-0000","(18.03067, -66.53709)","260-0406","837-6771","GEORGINA SANTIAGO","RURAL","SI","ELEMENTAL","K - 3 , EEE","PK - 5, PKEE, EEE","360",,,,"3",,"63","62","71","52","48","55",,"6",,,,,,,,,"86.21","1.72","12.07","10.34","75.86","98.28","1.72","0","29.31","68.97","93.10","1.72","5.17","24.14","68.97","79.70"
"248","57299","DR PEDRO ALBIZU CAMPOS","PONCE","PONCE","PONCE III","CARR 2 KM 22 HM 1 SECTOR EL TUQUE BO CANAS","PONCE","PR","00732-7393","(17.98219, -66.66255)","841-2548","841-2548","JUANITA PEREZ PEREZ","RURAL","SI","INTERMEDIO","7 - 9 , EEI","7 - 9 , EEI","159",,,,,,,,,,,,,,,,"55",,"39","40","25",,"39.35","18.71","41.94","26.45","12.90","3.90","38.31","57.79","3.25","0.65","30.26","37.50","32.24","20.39","9.87","61.01"
"249","71670","DR PEDRO ALBIZU CAMPOS","BAYAMON","TOA BAJA","TOA BAJA","AVE BOULEVARD 4TA SECC LEVITTOWN","TOA BAJA","PR","00950-1901","(18.44928, -66.18166)","784-4605","795-0040","JESUS M. SOUFFRONT","URBANA","SI","SUPERIOR","12-Oct","12-Oct","797",,,,,,,,,,,,,,,,"187",,"179","220","211",,"50.72","7.18","42.11","27.75","22.97","2.90","23.19","73.91","2.90","0","50.49","23.79","25.73","22.33","28.16","64.44"
"250","42077","DR PEDRO PEREA FAJARDO","MAYAGUEZ","MAYAGUEZ","MAYAGUEZ","AVE LUIS LLORENS TORRES","MAYAGUEZ","PR","6811330","(18.20849, -67.14605)","833-0865","832-4094","MARIBEL LOPEZ LOPEZ","URBANA","SI","SUPERIOR","10 - 12 , EES","9 - 12, EES","1009",,,,,,,,,,,,,,,,"164",,"292","268","231","54","37.30","15.87","46.83","26.19","11.11","1.19","26.98","71.83","1.19","0","32.27","42.23","25.50","19.92","12.35","81.32"
"251","52688","DR PILA","PONCE","PONCE","PONCE III","CARR PONCE A GUAYANILLA","PONCE","PR","7322238","(18.00595, -66.6276)","840-4800","844-8120","JOSE A. AMY MORALES","URBANA","SI","SUPERIOR","12-Oct","12-Oct","513",,,,,,,,,,,,,,,,"124",,"153","116","120",,"40.54","7.21","52.25","19.82","20.72","0.93","34.26","64.81","0.93","0","36.45","34.58","28.97","23.36","13.08","78.94"
"252","24810","DR RAFAEL LOPEZ LANDRON","CAGUAS","GUAYAMA","GUAYAMA","URB. VIVES, CALLE PASEO DEL PUEBLO","GUAYAMA","PR","7840000","(17.97951, -66.1176)","864-4366","864-3006","NICOLASA CORA SUAREZ","RURAL","SI","SUPERIOR","12-Oct","12-Oct","373",,,,,,,,,,,,,,,,"84",,"109","89","84","7","22.89","21.69","55.42","15.66","7.23","4.82","26.51","68.67","4.82","0","36.14","26.51","37.35","16.87","19.28","80.17"
"253","52522","DR RAFAEL PUJALS","PONCE","PONCE","PONCE II","CALLE LOLITA TIZOL ESQ SOL","PONCE","PR","00733-0726","(18.01411, -66.60934)","840-4600","841-8742","JOSE M RIVERA GIERBOLINI","URBANA","SI","INTERMEDIO","9-Jul","9-Jul","460",,,,,,,,,,,,"67",,"112","146","135",,,,,,"78.59","4.15","17.25","43.13","35.46","42.63","11.54","45.83","18.59","24.04","58.01","10.26","31.73","25","33.01","85"
"254","25627","DR RAMON EMETERIO BETANCES","CAGUAS","CIDRA","CAYEY","AVE ANTONIO R BARCELO","CAYEY","PR","00737-0000","(18.11601, -66.15779)","738-3745","738-3754","MARIA L CRUZ SANTIAGO","URBANA","SI","INTERMEDIO","9-Jul","9-Jul","647",,,,,,,,,,,,"270",,"190","176",,"11",,,,,"36.65","21.35","41.99","20.64","16.01","3.58","35.84","60.57","1.79","1.79","30.51","42.28","27.21","20.59","9.93","71.56"
"256","30247","DR SANTIAGO VEVE CALZADA","HUMACAO","FAJARDO","FAJARDO","AVE GENERAL VALERO","FAJARDO","PR","00738-0000","(18.33322, -65.64999)","863-0125","863-7720","LUIS E MEDINA COLON","URBANA","SI","SUPERIOR","12-Oct","12-Oct","582",,,,,,,,,,,,,,,,"220",,"121","109","110","22","15.79","29.47","54.74","12.63","3.16","3.13","44.79","52.08","1.04","2.08","18.95","51.58","29.47","11.58","7.37","82.01"
"258","70516","DR. AGUSTIN STAHL","BAYAMON","BAYAMON","BAYAMON I","CALLE PARQUE ESQ BETANCES","BAYAMON","PR","9560000","(18.3992, -66.15863)","785-2329","785-2976","LYDIA CAMILLE LOPEZ HORNEDO","URBANA","SI","SUPERIOR","12-Oct","12-Oct","659",,,,,,,,,,,,,,,,"159",,"167","162","171",,"32.90","11.61","55.48","23.23","9.68","0.65","37.01","62.34","0.65","0","36.60","28.10","35.29","18.95","17.65","78.39"
"259","70490","DR. JOSE ANTONIO DAVILA","BAYAMON","BAYAMON","BAYAMON I","CARR 167 KM 5 SALIDA BAYAMON A COMERIO","BAYAMON","PR","00960-0000","(18.39262, -66.15916)","785-2292","786-1689","NYDIA I. COLLAZO","URBANA","SI","INTERMEDIO","7 - 9 , EEI","7 - 9 , EEI","521",,,,,,,,,,,,"179",,"171","166",,"5",,,,,"28.14","29.34","42.51","19.76","8.38","1.38","49.90","48.72","1.18","0.20","23.75","48.50","27.74","15.17","8.58","79.65"
"260","28076","DRA CARMENDELIA COLON MARTINEZ","CAGUAS","BARRANQUITAS","AIBONITO","CARR 725 BARRIO LLANOS SECTOR EL JUICIO","AIBONITO","PR","7050000","(18.15234, -66.3012)","991-0040","991-0045","CINTHIA MERCADO","RURAL","SI","ELEMENTAL","PK - 6 , EEE","PK - 8, EEE, PKEE","420",,,"3",,,"33","43","59","68","39","50","37","13","48","27",,,,,,,"54.84","12.90","32.26","18.43","36.41","39.63","18.43","41.94","12.44","27.19","53.92","16.59","29.49","36.41","17.51","80.49"
"261","26773","DRA CONCHITA CUEVAS","CAGUAS","GURABO","GURABO","PR 30 INT PR 189 RAMAL 9944","GURABO","PR","00778-0000","(18.25141, -65.97458)","737-2700","732-2700","MAGDA I. RESTO","URBANA","SI","SUPERIOR","10 - 12 SGS","10 - 12 SGS","734",,,,,,,,,,,,,,,,"182",,"160","202","178","12","30.53","26.84","42.63","18.42","12.11","2.11","35.26","62.63","1.58","0.53","25.26","44.74","30","12.11","13.16","73.63"
"262","28563","DRA MARIA SOCORRO LACOT","CAGUAS","GUAYAMA","GUAYAMA","AVE ALBIZU CAMPOS","GUAYAMA","PR","7840000","(17.972003, -66.0983187)","(787) 866-8505",,"RAFAEL RIVERA ORTIZ","URBANA","SI","SUPERIOR","10 - 12 , EES","10 - 12 , EES","1191",,,,,,,,,,,,,,,,"273",,"222","297","281","118","41.19","12.26","46.54","25.16","16.04","18.87","16.04","65.09","9.12","9.75","41.08","24.52","34.39","23.89","17.20","72.97"
"263","27607","DRA MARIA T DELGADO DE MARCANO","HUMACAO","YABUCOA","SAN LORENZO","CARR 9929 KM 0 HM 2 BO FLORIDA","SAN LORENZO","PR","00754-0000","(18.19121, -65.94123)","736-0470","715-0770","JEANNETTE CLAUDIO RIVERA","RURAL","SI","SEGUNDA UNIDAD","K - 9 , EEI","K - 9 , EEI","586",,,,,,"38","51","45","43","53","77","88",,"92","89",,"10",,,,,"47.42","11.46","41.12","24.04","23.37","23.48","16.93","59.59","16.03","7.45","36.36","25.91","37.73","24.77","11.59","67.89"
"265","37507","ECOLOGICA DE CULEBRA","HUMACAO","FAJARDO","CULEBRA","109 CALLE ESCUDERO","CULEBRA","R","7750000","(18.30769, -65.30285)","742-3583","420-0011","WALESKA COLLAZO PARRILLA","URBANA","SI","TODOS LOS NIVELES","PK - 12 EEE","PK - 12 EEE","169",,,,,"8","13","12","21","9","16","8","13",,"10","10","12","3","10","11","11","2","52.22","16.67","31.11","21.11","31.11","30","13.33","56.67","18.89","11.11","38.89","21.11","40","26.67","12.22","72.08"
"266","34314","EDMUNDO DEL VALLE CRUZ","HUMACAO","CANOVANAS","RIO GRANDE","CALLE  20 URB ALTURAS DE RIO GRANDE","RIO GRANDE","PR","7450000","(18.37509, -65.84772)","887-8950","887-3030","NOEMI RODRIGUEZ","URBANA","SI","ELEMENTAL","K - 6","K - 6","375",,,,,,"64","73","59","45","60","74",,,,,,,,,,,"51.91","7.65","40.44","32.79","19.13","53.01","9.84","37.16","28.42","24.59","42.62","8.20","49.18","30.60","12.02","88.27"
"267","34926","EDUARDO GARCIA CARRILLO","HUMACAO","CANOVANAS","CANOVANAS","CARR 186 KM 7 HM 5 BO CAMPO RICO","CANOVANAS","PR","00729-0000","(18.32192, -65.88929)","886-2200","886-2200","SANTIAGO HERNANDEZ PIZARRO","RURAL","SI","SUPERIOR","10-12-EE","10-12-EE","255",,,,,,,,,,,,,,,,"70",,"56","53","61","15","19.30","35.09","45.61","14.04","5.26","0","46.55","53.45","0","0","10.71","58.93","30.36","7.14","3.57","87.08"
"268","60301","EDUARDO J SALDANA","SAN JUAN","CAROLINA","CAROLINA II","CALLE RODRZ., EMMA ESQ. ROBLES","CAROLINA","PR","00984-3122","(18.42278, -65.9843)","769-3753","769-3753","VACANTE","URBANA","SI","INTERMEDIO","7 - 9 , EEI","7 - 9 , EEI","279",,,,,,,,,,,,"76",,"83","60","46","14",,,,,"31.08","22.97","45.95","21.62","9.46","13.51","22.97","63.51","8.11","5.41","31.08","36.49","32.43","27.03","4.05","83.58"
"269","52118","EDUARDO NEUMANN GANDIA","PONCE","PONCE","PONCE III","AVE CEMENTERIO CIVIL URB SAN ANTONIO","PONCE","PR","00732-0000","(18.00712, -66.63215)","840-0112","840-0112","EDITH RUIZ MALDONADO","URBANA","SI","INTERMEDIO","9-Jul","9-Jul","344",,,,,,"11","24","24","18","25","18","89",,"60","75",,,,,,,"31.87","20.51","47.62","19.78","12.09","9.52","35.16","55.31","7.33","2.20","26.01","35.53","38.46","13.92","12.09","90.29"
"270","21576","EDUCACION BILINGUE LUIS MUNOZ IGLESIAS","CAGUAS","CIDRA","CIDRA","URB FERNANDEZ CALLE  LUIS LUGO ESQ. HADDOCK","CIDRA","PR","00739-0000","(18.17855, -66.15972)","739-2535","739-6135","CARMEN LOPEZ","URBANA","SI","TODOS LOS NIVELES","K - 12","K - 12","371",,,,,,"47","41","43","23","23","23","42",,"24","24","22",,"20","18","21",,"90.80","0.57","8.62","29.89","60.92","95.40","0","4.60","31.03","64.37","98.28","0","1.72","21.26","77.01","40.88"
"271","60095","EL CONQUISTADOR","SAN JUAN","GUAYNABO","TRUJILLO ALTO","CALLE 13, ESQ. 1, EL CONQUISTADOR","TRUJILLO ALTO","PR","00977-0000","(18.34365, -66.00711)","760-2865","755-0232","DENNISE VALDERRAMA CINTRON","RURAL","SI","ELEMENTAL","K - 6 , EEE","K - 6 , EEE","278",,,,,,"46","53","44","37","29","40",,"29",,,,,,,,,"66.85","7.87","25.28","17.42","49.44","82.02","1.12","16.85","14.04","67.98","72.32","6.21","21.47","27.68","44.63","75.75"
"272","20412","EL FARALLON","CAGUAS","BARRANQUITAS","BARRANQUITAS","CARR 152 KM 7 HM 6 BO QUEBRADILLAS","BARRANQUITAS","PR","00794-0000","(18.23878, -66.28919)","857-2435","8572435","ESTHER L. GARAY CANABAL","RURAL","SI","ELEMENTAL","K - 6","K - 6","166",,,,,,"37","27","25","29","23","25",,,,,,,,,,,"68.42","13.16","18.42","28.95","39.47","59.21","9.21","31.58","17.11","42.11","36.84","26.32","36.84","18.42","18.42","76.10"
