"blk_id","municipality","provider","prvder_dba","fcc_frn","tech","max_dwn","max_up","end_uc","location"
"720653101001008","San Juan","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720252006002010","Humacao","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business Only","
Humacao, PR 
(18.151470017000463, -65.82337000899963)"
"720757108003016","San Juan","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 6 mbps and less than 10 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720412406012025","Bayamon","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Bayamon, PR 
(18.394089980000444, -66.14738001999962)"
"721419570002043","Yauco","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Yauco, PR 
(18.033410023000442, -66.84844998399961)"
"720691803021000","Bayamon","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business Only","
Bayamon, PR 
(18.394089980000444, -66.14738001999962)"
"721292207001013","Caguas","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 768 kbps and less than 1.5 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Caguas, PR 
(18.226539990000447, -66.03746001999963)"
"721270037004000","Orocovis","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Orocovis, PR 
(18.229849991000435, -66.38835998899964)"
"721270007001004","Carolina","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Carolina, PR 
(18.442839984000443, -66.02399001499964)"
"721270035011007","Guaynabo","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 6 mbps and less than 10 mbps","Business and Residential","
Guaynabo, PR 
(18.359729975000448, -66.11052000299964)"
"720310511042004","Jayuya","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Jayuya, PR 
(18.219400005000466, -66.59091998899964)"
"720994202004005","Ponce","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business Only","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"720352602022015","Juana Diaz","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 50 mbps and less than 100 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Juana Diaz, PR 
(18.052780004000454, -66.50685999899963)"
"720871103043012","Cabo Rojo","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 50 mbps and less than 100 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Cabo Rojo, PR 
(18.088200019000453, -67.14688998899965)"
"720210316511003","Cayey","INTECO","Iniciativa Technologica Centro-Oriental","18787242","Terrestrial Fixed Wireless - Licensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business and Residential","
Cayey, PR 
(18.114650009000457, -66.16996001699965)"
"721130722012003","San Juan","IP Solutions","IP Solutions","19051663","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720310501052005","Toa Baja","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Toa Baja, PR 
(18.442469988000425, -66.25353000999962)"
"721270069001007","Barranquitas","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Barranquitas, PR 
(18.18655002300045, -66.30649998599966)"
"720610406024000","Trujillo Alto","IP Solutions","IP Solutions","19051663","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Trujillo Alto, PR 
(18.35556997800046, -66.00495002199966)"
"720915702012052","Manati","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Manati, PR 
(18.430539992000433, -66.48484999099963)"
"721270068001001","Naranjito","IP Solutions","IP Solutions","19051663","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Naranjito, PR 
(18.300909979000437, -66.24543002299964)"
"720092501003022","Bayamon","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Bayamon, PR 
(18.394089980000444, -66.14738001999962)"
"721130715002012","San Lorenzo","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
San Lorenzo, PR 
(18.190280024000458, -65.96230000999964)"
"720210303002042","Aguas Buenas","INTECO","Iniciativa Technologica Centro-Oriental","18787242","Terrestrial Fixed Wireless - Licensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business and Residential","
Aguas Buenas, PR 
(18.25705999000047, -66.10599000899964)"
"721270093003009","Carolina","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Carolina, PR 
(18.442839984000443, -66.02399001499964)"
"720572702013008","Ponce","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"721319593001039","Patillas","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Patillas, PR 
(18.00562001500043, -66.01636000899964)"
"720399557001015","Coamo","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Coamo, PR 
(18.07939000300047, -66.36145998599966)"
"721319595002014","Guaynabo","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Guaynabo, PR 
(18.359729975000448, -66.11052000299964)"
"720210311011008","Caguas","INTECO","Iniciativa Technologica Centro-Oriental","18787242","Terrestrial Fixed Wireless - Licensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business and Residential","
Caguas, PR 
(18.226539990000447, -66.03746001999963)"
"720210302003001","San Juan","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"721279800001002","Carolina","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Carolina, PR 
(18.442839984000443, -66.02399001499964)"
"721435502002004","Carolina","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Carolina, PR 
(18.442839984000443, -66.02399001499964)"
"721092902004002","Mayaguez","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Mayaguez, PR 
(18.203680009000436, -67.14689998499966)"
"720210310051006","Cayey","INTECO","Iniciativa Technologica Centro-Oriental","18787242","Terrestrial Fixed Wireless - Licensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business and Residential","
Cayey, PR 
(18.114650009000457, -66.16996001699965)"
"720352607003005","Coamo","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 50 mbps and less than 100 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Coamo, PR 
(18.07939000300047, -66.36145998599966)"
"720310502323015","Caguas","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Caguas, PR 
(18.226539990000447, -66.03746001999963)"
"721130705132004","Rio Grande","INTECO","Iniciativa Technologica Centro-Oriental","18787242","Terrestrial Fixed Wireless - Licensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business and Residential","
Rio Grande, PR 
(18.36151998200046, -67.23753999099966)"
"721270099034009","Bayamon","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Bayamon, PR 
(18.394089980000444, -66.14738001999962)"
"720352609021005","Bayamon","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Bayamon, PR 
(18.394089980000444, -66.14738001999962)"
"721219606001016","Santa Isabel","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Santa Isabel, PR 
(17.969170003000443, -66.40393999299965)"
"720775004011009","Canovanas","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Canovanas, PR 
(18.375479984000435, -65.90440000699965)"
"720572701003005","Ponce","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"720310508111005","San Juan","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"721419575001036","Yauco","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Yauco, PR 
(18.033410023000442, -66.84844998399961)"
"720352601002008","Juana Diaz","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 50 mbps and less than 100 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Juana Diaz, PR 
(18.052780004000454, -66.50685999899963)"
"720891402012004","Guayama","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Guayama, PR 
(17.985200020000434, -66.11315001099962)"
"720210318002005","Cayey","INTECO","Iniciativa Technologica Centro-Oriental","18787242","Terrestrial Fixed Wireless - Licensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business and Residential","
Cayey, PR 
(18.114650009000457, -66.16996001699965)"
"721270090003008","Carolina","IP Solutions","IP Solutions","19051663","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Carolina, PR 
(18.442839984000443, -66.02399001499964)"
"720252013001010","Isabela","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 50 mbps and less than 100 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Isabela, PR 
(18.501219988000457, -67.02111999699963)"
"721270053003002","Yauco","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Yauco, PR 
(18.033410023000442, -66.84844998399961)"
"721270031001002","Barranquitas","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Barranquitas, PR 
(18.18655002300045, -66.30649998599966)"
"720915701003014","Manati","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Manati, PR 
(18.430539992000433, -66.48484999099963)"
"720054014023000","Gurabo","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Gurabo, PR 
(18.254759995000427, -65.97214002299967)"
"721390601041013","Carolina","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Carolina, PR 
(18.442839984000443, -66.02399001499964)"
"721270101002012","Bayamon","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Bayamon, PR 
(18.394089980000444, -66.14738001999962)"
"720252004001007","Cayey","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Cayey, PR 
(18.114650009000457, -66.16996001699965)"
"720515404003005","Juana Diaz","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business Only","
Juana Diaz, PR 
(18.052780004000454, -66.50685999899963)"
"720970806002017","Arecibo","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business Only","
Arecibo, PR 
(18.47238998600045, -66.71972999299965)"
"721130712003017","Quebradillas","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Quebradillas, PR 
(18.47400998900042, -66.93762999699965)"
"720572702021098","Ponce","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"721270015001016","San Juan","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720798503002001","Ponce","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"720714102001011","Las Piedras","INTECO","Iniciativa Technologica Centro-Oriental","18787242","Terrestrial Fixed Wireless - Licensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business and Residential","
Las Piedras, PR 
(18.18253001800042, -65.86530001999967)"
"720851902021011","Luquillo","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Luquillo, PR 
(18.37668998200047, -65.71652000999967)"
"721270073003010","San Juan","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720054014011003","San Juan","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720691806001014","Guanica","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Guanica, PR 
(17.971420018000458, -66.90684997999966)"
"721319590001011","Guaynabo","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Guaynabo, PR 
(18.359729975000448, -66.11052000299964)"
"721270051011002","Carolina","INTECO","Iniciativa Technologica Centro-Oriental","18787242","Terrestrial Fixed Wireless - Licensed","Greater than or equal to 3 mbps and less than 6 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business and Residential","
Carolina, PR 
(18.442839984000443, -66.02399001499964)"
"720970816022008","San Juan","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business Only","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720572705001005","San Juan","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"721239529002020","Santa Isabel","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Santa Isabel, PR 
(17.969170003000443, -66.40393999299965)"
"720610404321014","Canovanas","IP Solutions","IP Solutions","19051663","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Canovanas, PR 
(18.375479984000435, -65.90440000699965)"
"720970803001001","Ponce","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business Only","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"721270009003011","Orocovis","CoquiTel LLC","CoquiTel LLC","22460117","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Residential Only","
Orocovis, PR 
(18.229849991000435, -66.38835998899964)"
"721239527003024","Morovis","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Morovis, PR 
(18.32585999200046, -66.40652999299965)"
"720310504024008","San Juan","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 6 mbps and less than 10 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720691804002020","San Juan","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 6 mbps and less than 10 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720252010002014","Cayey","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Cayey, PR 
(18.114650009000457, -66.16996001699965)"
"720310502411005","Jayuya","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Jayuya, PR 
(18.219400005000466, -66.59091998899964)"
"720970805002011","Arecibo","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business Only","
Arecibo, PR 
(18.47238998600045, -66.71972999299965)"
"721270100222001","Guaynabo","Ayustar Corporation","Ayustar Corporation","8739229","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Guaynabo, PR 
(18.359729975000448, -66.11052000299964)"
"720118106001040","Aguadilla","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 50 mbps and less than 100 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Aguadilla, PR 
(18.434599981000474, -67.15518999199963)"
"720691806002013","San Juan","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"720572703004017","San Juan","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"721270055003002","Vega Baja","Puerto Rico Telephone Company Inc.","Claro Internet","1731470","Asymmetrical xDSL","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 768 kbps and less than 1.5 mbps","Business and Residential","
Vega Baja, PR 
(18.446009992000427, -66.38754999999964)"
"721130716013009","Arroyo","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 25 mbps and less than 50 mbps","Greater than or equal to 3 mbps and less than 6 mbps","Business Only","
Arroyo, PR 
(17.96216001400046, -66.06388002299963)"
"720610411002008","Bayamon","Critical Hub Networks","Caribe.Net","18088583","Optical Carrier Fiber to the End User","Greater than or equal to 1 gbps","Greater than or equal to 1 gbps","Business Only","
Bayamon, PR 
(18.394089980000444, -66.14738001999962)"
"721270105001010","Vega Baja","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Vega Baja, PR 
(18.446009992000427, -66.38754999999964)"
"720352602011016","Bayamon","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Bayamon, PR 
(18.394089980000444, -66.14738001999962)"
"720291002001027","San Juan","Critical Hub Networks","Caribe.net","18088583","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 6 mbps and less than 10 mbps","Greater than or equal to 6 mbps and less than 10 mbps","Business and Residential","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
"721292203001008","Guaynabo","Liberty Cablevision of Puerto Rico, LLC","Liberty","21347273","Cable Modem - DOCSIS 3.0","Greater than or equal to 100 mbps and less than 1 gbps","Greater than or equal to 3 mbps and less than 6 mbps","Business and Residential","
Guaynabo, PR 
(18.359729975000448, -66.11052000299964)"
"720310508112048","Anasco","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 50 mbps and less than 100 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Anasco, PR 
(18.282079999000473, -67.14128998999962)"
"720054009001007","Ponce","Puerto Rico Cable Acquisition Company, Inc.","ChoiceCable TV","3605953","Cable Modem - DOCSIS 3.0","Greater than or equal to 50 mbps and less than 100 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Residential Only","
Ponce, PR 
(18.011650011000427, -66.61441997899965)"
"720994201002025","San Juan","XAirNet Corp.","XAirNet","12609137","Terrestrial Fixed Wireless - Unlicensed","Greater than or equal to 10 mbps and less than 25 mbps","Greater than or equal to 1.5 mbps and less than 3 mbps","Business Only","
San Juan, PR 
(18.46632997800043, -66.10474000399967)"
