"caso","tr_mite","fecha_de_radicaci_n","a_o_de_radicaci_n","mes_de_radicaci_n","catastro","municipio","direcci_n","regi_n","status","adjudicado_o_pendiente","fecha_de_adjudicaci_n","siglas","x","y","radicado_por_pa","nombre_del_proyecto","publico_o_privado","rural_o_urbano","due_o_del_proyecto","costo_estimado","location_1","lat","lon"
"2014-306519-PCO-32149","Permiso Construccion Cert.","2014-12-08T12:09:00.000","2014","2014.12","025-032-107-10","Moca","Calle Num. 2, Lote #24, Urb. La Llamarada, Aceitunas, Moca","Aguadilla","Pre-aprobado","Adjudicado",,"PCO-CERT","134263.04044586001","268877.04960154003","Si","LA LLAMARADA LOTE 23 & 24","Privado","Urbano","EDWIN RAFOLS ","120000","(18.4544773101806, -67.0556488037109)","18.4544773101806","-67.055648803710895"
"2014-287739-PCO-32148","Permiso Construccion Cert.","2014-12-08T11:54:00.000","2014","2014.12","334-056-147-04","San Germán","Calle B, Lote 5, Urb Industrial El Retiro, Retiro, San Germán","Aguadilla","Cancelado","Adjudicado","2015-12-10T00:00:00.000","PCO-CERT","137077.69322006","226890.43225134001","No","Nuevas Oficinas Comerciales AAA-San Germán","Público","Urbano","ANGEL GARCIA BONILLA","534079.93","(18.0753650665283, -67.0277252197265)","18.075365066528299","-67.027725219726506"
"2014-306516-PCO-32147","Permiso Construccion Cert.","2014-12-08T08:48:00.000","2014","2014.12","392-060-253-46","Santa Isabel","Calle #1, 144, Urb. Portal De La Reina, Jauca Ii, Santa Isabel","Ponce","Cancelado","Adjudicado","2015-12-09T00:00:00.000","PCO-CERT","205692.88247796","219800.72060795","No","144 Portal de la Reina","Privado","Urbano","EDUARDO BOSCH BEZARES","50729","(18.0122261047363, -66.3795776367187)","18.0122261047363","-66.379577636718693"
"2014-304097-PCO-30954","Permiso Construccion Cert.","2014-11-20T12:11:00.000","2014","2014.11","275-000-005-32","Cidra","787, 1.3, Bayamon, Arenas, Cidra","Humacao","Cancelado","Adjudicado","2014-12-26T00:00:00.000","PCO-CERT","231370.39472022001","237958.63043982","No","Los Paseos de Cidra Valley","Privado","Rural","ORLANDO ORTIZ BAEZ","574000","(18.1760597229003, -66.1368255615234)","18.176059722900298","-66.136825561523395"
"2014-306330-PCO-32127","Permiso Construccion Cert.","2014-12-07T11:31:00.000","2014","2014.12","083-040-064-16","Toa Alta","Calle 1, Lote #16, Urb. Jardines De Toa Alta, Contorno, Toa Alta","Central","Cancelado","Adjudicado","2015-12-12T00:00:00.000","PCO-CERT","219150.590885229","261987.96162479001","No","Segunda planta del Sr. Jose M. Ferrer Marcano","Privado","Urbano","JOSE FERRER MARCANO","30000","(18.3933029174804, -66.252098083496)","18.393302917480401","-66.252098083495994"
"2014-284946-PCO-32107","Permiso Construccion Cert.","2014-12-06T12:02:00.000","2014","2014.12","048-077-125-48","Toa Alta","Carr. 861 , , Km 5.1, Solar 248, Praderas Del Rio, Mucarabones, Toa Alta","Central","Cancelado","Adjudicado","2015-01-08T00:00:00.000","PCO-CERT",,,"No","Legalizacion Mejoras Joana Rod","Privado","Rural","JOANA RODRIGUEZ CARDONA","28800",,,
"2014-304453-PCO-32087","Permiso Construccion Cert.","2014-12-06T10:16:00.000","2014","2014.12","040-059-037-04","San Juan","1, 2, 3 Del Carmen, 1264, Santurce, Santurce, San Juan","Central","Expedido","Adjudicado","2014-12-22T00:00:00.000","PCO-CERT","237910.57009157","268148.21253481001","Si","REHABILITACION VIVIENDA INTERES SOCIAL","Privado","Urbano","AMANDA SILVA ADAIR","180000","(18.448709487915, -66.0744476318359)","18.448709487915","-66.074447631835895"
"2014-306367-PCO-32067","Permiso Construccion Cert.","2014-12-06T01:15:00.000","2014","2014.12","386-032-104-28","Guayanilla","Caminos Vecinales, No. 6, Sector Piedras Blancas, Indios, Guayanilla","Ponce","Expedido","Adjudicado","2015-02-12T00:00:00.000","PCO-CERT","161203.18239149","220435.83643796001","No","Consturccion de Muro","Privado","Rural","AMERICA RODRIGUEZ FIGUEROA","6000","(18.0176200866699, -66.799705505371)","18.017620086669901","-66.799705505370994"
"2014-306376-PCO-32057","Permiso Construccion Cert.","2014-12-05T21:01:00.000","2014","2014.12","070-026-093-01","Moca","Carr 444, Km 1.8 Int, Na, Cuchillas, Moca","Aguadilla","Expedido","Adjudicado","2015-02-25T00:00:00.000","PCO-CERT","130483.23300370001","262604.54596542899","No","Gladys Hernandez Cortes [LRM]","Privado","Rural","GLADYS HERNANDEZ CORTES","32866","(18.3978309631347, -67.0912322998046)","18.397830963134702","-67.091232299804602"
"2014-306460-PCO-32056","Permiso Construccion Cert.","2014-12-05T21:00:00.000","2014","2014.12","156-009-647-03","San Sebastián","Carretera # 109, 24.9, Sonador, Culebrinas, San Sebastián","Aguadilla","Expedido","Adjudicado","2015-09-11T00:00:00.000","PCO-CERT","139347.12621828","252724.33537647","No","Residencia Ismael Gonzalez Ramos","Privado","Rural","ISMAEL GONZALEZ RAMOS","82495","(18.3088359832763, -67.0070571899414)","18.3088359832763","-67.007057189941406"
"2014-303575-PCO-32055","Permiso Construccion Cert.","2014-12-05T16:22:00.000","2014","2014.12","059-000-002-27","Dorado","La Pra,Bo . Los Puertos,Dorado.Pr, Finca Num. 5, La Pra, Higuillar, Dorado","Central","Expedido","Adjudicado","2015-05-14T00:00:00.000","PCO-CERT","214398.7803522","266314.94907728001","No","alexis residencia","Privado","Urbano","ALEXIS BAEZ ","19999.99","(18.4324340820312, -66.2970352172851)","18.4324340820312","-66.297035217285099"
"2014-304947-PCO-32054","Permiso Construccion Cert.","2014-12-05T14:50:00.000","2014","2014.12","345-000-009-54","Coamo","Carr. #702, Km. 2.2 Int.,, Bo. Palmarejo, Palmarejo, Coamo","Ponce","Expedido","Adjudicado","2015-01-09T00:00:00.000","PCO-CERT","210205.73502173001","226081.469307669","No","JOEL RIVERA CORDERO","Privado","Rural","JOEL RIVERA ","20000","(18.0689544677734, -66.336929321289)","18.068954467773398","-66.336929321289006"
"2014-303577-PCO-32053","Permiso Construccion Cert.","2014-12-05T13:42:00.000","2014","2014.12","273-085-370-45","Aibonito","Carr. #725, Km. 3.0 Int.,, Calle Villa Serena, Llanos, Aibonito","Ponce","Expedido","Adjudicado","2015-02-02T00:00:00.000","PCO-CERT","215580.3638428","235996.75572943001","No","LUIS YAVIER VELEZ SOTO","Privado","Rural","LUIS VELEZ ","55000","(18.1585063934326, -66.2860870361328)","18.158506393432599","-66.286087036132798"
"2014-281834-PCO-32052","Permiso Construccion Cert.","2014-12-05T12:48:00.000","2014","2014.12","040-028-001-24","San Juan","Avenida Ashford, 1055, Condado, Santurce, San Juan","Central","Expedido","Adjudicado","2015-01-22T00:00:00.000","PCO-CERT","237729.55293665","269263.31771027","No","VANDERBILT HOTEL - SPA","Privado","Urbano","JOSEPH COBB ","635254","(18.4587879180908, -66.0761413574218)","18.458787918090799","-66.076141357421804"
"2014-305555-PCO-32051","Permiso Construccion Cert.","2014-12-05T12:42:00.000","2014","2014.12","011-080-006-06","Arecibo","Carretera 2 Esquina Calle Colon , Km 79.6, Urbanizacion Radioville, Hato Abajo, Arecibo","Arecibo","Cancelado","Adjudicado","2015-12-11T00:00:00.000","PCO-CERT","166462.22858386001","271128.262387119","No","Apartamentos para Francisco Rivera","Privado","Urbano","FRANCISCO RIVERA LOPEZ","14155.5","(18.4757061004638, -66.7508697509765)","18.4757061004638","-66.750869750976506"
"2014-304427-PCO-32050","Permiso Construccion Cert.","2014-12-05T10:29:00.000","2014","2014.12","345-033-040-03","Coamo","Calle  José Celso Barbosa, Plaza Pública, Pueblo, Barrio Pueblo, Coamo","Ponce","Cancelado","Adjudicado","2015-12-11T00:00:00.000","PCO-CERT","208167.02885305","227376.93291063001","No","Parroquia San Blas de Illescas","Privado","Urbano","PARROQUIA SAN BLAS DE ILLESCAS 00769","30000","(18.0806694030761, -66.3561782836914)","18.080669403076101","-66.356178283691406"
"2014-304758-PCO-32049","Permiso Construccion Cert.","2014-12-05T10:13:00.000","2014","2014.12","361-000-002-54","Yauco","Carretera 371, Kilometro1.4, Almácigo Bajo, Almácigo Bajo, Yauco","Ponce","Expedido","Adjudicado","2015-02-13T00:00:00.000","PCO-CERT","154670.42243817","223835.68558465","No","Construccion Tres Apartamentos","Privado","Rural","AMERICO TORRES JUSINO","1000","(18.0482101440429, -66.861473083496)","18.048210144042901","-66.861473083495994"
"2012-112280-PCO-32048","Permiso Construccion Cert.","2014-12-05T09:43:00.000","2014","2014.12","228-044-354-46","Las Piedras","Carr. 948, Solar 2, ., El Río, Las Piedras","Humacao","Expedido","Adjudicado","2015-01-13T00:00:00.000","PCO-CERT","261186.33453215001","244471.68848402001","No","RESIDENCIA UNIFAMILIAR","Privado","Rural","EDWIN DIAZ SANTOS","32000","(18.234260559082, -65.8548126220703)","18.234260559081999","-65.854812622070298"
"2014-306333-PCO-32047","Permiso Construccion Cert.","2014-12-05T09:36:00.000","2014","2014.12","040-039-012-02","San Juan","Ave. Ashford, 1104, Condado, Santurce, San Juan","Central","Pre-aprobado","Adjudicado",,"PCO-CERT","237947.366502919","269021.02256662003","Si","REMODELACION BILLBOARD LAS NEREIDAS","Privado","Urbano","FEDERICO R. HERNANDEZ PICO ","160000","(18.456594467163, -66.0740814208984)","18.456594467163001","-66.074081420898395"
"2014-306035-PCO-32035","Permiso Construccion Cert.","2014-12-04T15:53:00.000","2014","2014.12","207-013-004-05","Mayagüez","341, 2.4 Int, Comunidad El Mani, Sabanetas, Mayagüez","Aguadilla","Expedido","Adjudicado","2015-10-28T00:00:00.000","PCO-CERT","121716.58322063","245375.391698369","No","Residencia Sr. Jorge L, Colon","Privado","Rural","JORGE COLON COLON","128000","(18.2418689727783, -67.1735382080078)","18.241868972778299","-67.173538208007798"
"2013-199133-PCO-32034","Permiso Construccion Cert.","2014-12-04T14:56:00.000","2014","2014.12","099-089-496-45","San Sebastián","Carr. Pr-125, Km. 19.1, Guatemala, Guatemala, San Sebastián","Aguadilla","Expedido","Adjudicado","2014-12-11T00:00:00.000","PCO-CERT","139300.12293012001","256913.08775845901","No","San Antonio IV","Privado","Urbano","RUBÉN RAMÍREZ FONT","80000","(18.3466796875, -67.0076217651367)","18.3466796875","-67.007621765136705"
"2014-291365-PCO-32033","Permiso Construccion Cert.","2014-12-04T14:37:00.000","2014","2014.12","041-064-026-01","San Juan","Calle Jupiter,  # 182, Urb. Atlantic View, Santurce, San Juan","Central","Cancelado","Adjudicado","2015-04-24T00:00:00.000","PCO-CERT","241720.172111569","267949.72516107","No","Jupiter LED","Privado","Urbano","JESNEYLA REYES ","260000","(18.4468460083007, -66.0383834838867)","18.4468460083007","-66.038383483886705"
"2014-305504-PCO-32032","Permiso Construccion Cert.","2014-12-04T13:18:00.000","2014","2014.12","068-076-304-76","Aguada","Carr. Pr-115, Km. 20.2, Bo. Guayabo, Guayabo, Aguada","Aguadilla","Expedido","Adjudicado","2015-01-15T00:00:00.000","PCO-CERT","117176.61919611","260636.599322219","No","Jorge L. Muns Blasco","Privado","Rural","JORGE MUNS BLASCO","44836","(18.3795795440673, -67.2170867919921)","18.379579544067301","-67.217086791992102"
"2014-306296-PCO-32031","Permiso Construccion Cert.","2014-12-04T13:10:00.000","2014","2014.12","012-096-185-02","Arecibo","158 Calle Julia Sanchez , /, Buenos Aires , Barrio Pueblo, Arecibo","Arecibo","Pre-aprobado","Adjudicado","2014-12-08T00:00:00.000","PCO-CERT","170023.664516149","270475.132056139","No","Hostal ","Público","Rural","JAIME  LUGO FELICIANO  ","469985","(18.4698581695556, -66.7171401977539)","18.4698581695556","-66.717140197753906"
"2014-306187-PCO-32030","Permiso Construccion Cert.","2014-12-04T12:35:00.000","2014","2014.12","154-000-001-34","Añasco","Carretera 402, Km 6.5, Cancha Hatillo, Hatillo, Añasco","Aguadilla","Cancelado","Adjudicado","2015-12-10T00:00:00.000","PCO-CERT","120572.77756562","251581.05628466001","No","Mejoras y Techado Cancha Hatillo","Público","Rural","JORGE ESTEVES ","300000","(18.2978935241699, -67.1845932006835)","18.297893524169901","-67.184593200683494"
"2014-306160-PCO-32029","Permiso Construccion Cert.","2014-12-04T11:59:00.000","2014","2014.12","010-032-629-05","Camuy","Carr. 485, Km. 1.7, Int, N/A, Membrillo, Camuy","Arecibo","Expedido","Adjudicado","2015-02-02T00:00:00.000","PCO-CERT","154479.072900589","272375.837229389","No","Residencia, Lizbel Nieves Cruz","Privado","Rural","LIZBEL NIEVES CRUZ","116325","(18.4867553710937, -66.8643569946289)","18.4867553710937","-66.864356994628906"
"2014-276624-PCO-32028","Permiso Construccion Cert.","2014-12-04T11:43:00.000","2014","2014.12","029-021-511-14","Hatillo","Carr. Pr-130, Km. 3.9, Urb. Camino Las Palmas, Capáez, Hatillo","Arecibo","Expedido","Adjudicado","2015-02-19T00:00:00.000","PCO-CERT","160372.816023619","269154.46180882002","No","Permiso de Yelitza M. Vazquez Llanes ","Privado","Rural","YELITZA  VAZQUEZ  LLANES","0","(18.4577693939208, -66.8084869384765)","18.457769393920799","-66.808486938476506"
"2012-024823-PCO-32027","Permiso Construccion Cert.","2014-12-04T08:07:00.000","2014","2014.12","116-032-189-14","Trujillo Alto","Ave. C, Esquina Calle 47, Urb. Metropolis Iii, St. Just, Trujillo Alto","Central","Pre-aprobado","Adjudicado",,"PCO-CERT","247184.47042619","258645.584924339","Si","Iglesia Bautista de Metropolis","Privado","Urbano","JESUS GARCIA BRIALES","424000","(18.3626728057861, -65.9868774414062)","18.362672805786101","-65.986877441406193"
"2014-297515-PCO-32007","Permiso Construccion Cert.","2014-12-03T23:48:00.000","2014","2014.12","473-000-007-23","Culebra","Calle 8, Solar # 83, Villa Muñeco, Flamenco, Culebra","Central","Expedido","Adjudicado","2015-04-27T00:00:00.000","PCO-CERT","319874.26205527899","253600.18252592901","No","REs. Brenda Amaro","Privado","Urbano","BRENDA AMARO ARCE","6000","(18.3142547607421, -65.2993927001953)","18.314254760742099","-65.299392700195298"
"2014-300502-PCO-31987","Permiso Construccion Cert.","2014-12-03T16:02:00.000","2014","2014.12","143-028-433-10","San Juan","Calle 4, Lote 10, Urb. Senderos De Montehiedra, Caimito, San Juan","Central","Pre-aprobado","Adjudicado",,"PCO-CERT","237830.156273589","255320.538582129","Si","Mejoras Residencia David Soto","Privado","Urbano","DAVID A. SOTO QUIJANO ","22000","(18.3328170776367, -66.0754470825195)","18.332817077636701","-66.075447082519503"
"2014-304962-PCO-31982","Permiso Construccion Cert.","2014-12-03T13:13:00.000","2014","2014.12","108-038-004-24","Morovis","Carr. 633, Km 2.8, Barahona, Barahona, Morovis","Arecibo","Cancelado","Adjudicado","2015-12-10T00:00:00.000","PCO-CERT","197667.23434693","258646.262299439","No","Vivienda ","Privado","Rural","MARIA RAMOS CLASS","13200","(18.3631973266601, -66.4554061889648)","18.363197326660099","-66.455406188964801"
"2013-182221-PCO-31981","Permiso Construccion Cert.","2014-12-03T13:13:00.000","2014","2014.12","284-074-011-16","Hormigueros","Carretera # 2, Km. 165.4, Sector La Loma Del Gacho, Lavadero, Hormigueros","Aguadilla","Cancelado","Adjudicado","2015-12-12T00:00:00.000","PCO-CERT","129064.9512748","232931.90558886901","No","EDIFICIO APARTAMENTOS RAMON CAYUELA","Privado","Rural","RAMON CAYUELA ","92000","(18.1296997070312, -67.1036300659179)","18.1296997070312","-67.103630065917898"
"2014-288511-PCO-31980","Permiso Construccion Cert.","2014-12-03T12:57:00.000","2014","2014.12","441-000-004-08","Guayama","Carr. Pr-3, Km. 141.3, Pfizer Consumer Healthcare, Jobos, Guayama","Humacao","Expedido","Adjudicado","2015-01-07T00:00:00.000","PCO-CERT","230193.94294591001","214470.65299067","No","Pfizer Solar Photovoltaic System - Guayama","Privado","Urbano","WILLIAM RODRIGUEZ ","2904500","(17.9638633728027, -66.1482849121093)","17.963863372802699","-66.148284912109304"
"2014-237518-PCO-31979","Permiso Construccion Cert.","2014-12-03T12:44:00.000","2014","2014.12","115-006-689-21","Trujillo Alto","Avenida Periferal, Núm. P-25, Urb. Ciudad Universitaria, Cuevas, Trujillo Alto","Central","Cancelado","Adjudicado","2015-01-03T00:00:00.000","PCO-CERT","242625.09841199001","259754.553107429","No","Residencia - Gerardo Sánchez","Privado","Urbano","GERARDO  SÁNCHEZ  ORTIZ ","9925","(18.3727874755859, -66.0299911499023)","18.372787475585898","-66.029991149902301"
"2014-285913-PCO-31977","Permiso Construccion Cert.","2014-12-03T12:00:00.000","2014","2014.12","009-073-058-38","Quebradillas","Pr-4484, Km. 0.1, Calle Municipal, San José, Quebradillas","Aguadilla","Expedido","Adjudicado","2014-12-22T00:00:00.000","PCO-CERT","148245.83039322001","271099.88857522001","No","Permiso de Carlos DePilar","Privado","Rural","CARLOS  DEL PILAR RUIZ","115000","(18.4750862121582, -66.9233474731445)","18.4750862121582","-66.923347473144503"
"2012-073677-PCO-31976","Permiso Construccion Cert.","2014-12-03T11:56:00.000","2014","2014.12","035-072-003-45","Vega Baja","Pr-2, Km. 42.2, Los Sostre, Algarrobo, Vega Baja","Arecibo","Expedido","Adjudicado","2015-01-09T00:00:00.000","PCO-CERT","200758.88376663","267391.97997574002","No","Melendez Gastroenterology Institute","Privado","Rural","JORGE MELENDEZ HERNANDEZ","89450","(18.4422130584716, -66.4261474609375)","18.442213058471602","-66.4261474609375"
"2014-304451-PCO-31975","Permiso Construccion Cert.","2014-12-03T10:55:00.000","2014","2014.12","058-064-231-07","Vega Alta","Carr 675, Km 1.6 Interior, Calle Acacia, Bajura, Vega Alta","Arecibo","Cancelado","Adjudicado","2015-12-04T00:00:00.000","PCO-CERT","208558.56851337","264523.797851009","No","Res. Nancy Maldonado Cruz","Privado","Rural","NANCY MALDONADO ","30360","(18.4162826538085, -66.3523254394531)","18.416282653808501","-66.352325439453097"
"2014-306163-PCO-31974","Permiso Construccion Cert.","2014-12-03T10:10:00.000","2014","2014.12","060-096-839-10","Toa Baja","49, 211, Candelaria, Candelaria, Toa Baja","Central","Expedido","Adjudicado","2015-02-19T00:00:00.000","PCO-CERT","223323.855434539","263400.931795849","No","remodelacion res. sra. ana veronica rivera","Privado","Rural","ANA RIVERA GONZALEZ","6000","(18.4060287475585, -66.2125854492187)","18.406028747558501","-66.212585449218693"
"2013-228312-PCO-31972","Permiso Construccion Cert.","2014-12-03T09:49:00.000","2014","2014.12","090-000-006-15","Río Grande","Carr. 3, Km. 20.5, Bo. Cienaga Baja, Ciénaga Baja, Río Grande","Central","Cancelado","Adjudicado","2015-04-24T00:00:00.000","PCO-CERT","260235.44865901","260329.40084456","No","La Panaderia","Privado","Rural","DANIEL  LEÓN ","5934.31","(18.3775577545166, -65.8633346557617)","18.377557754516602","-65.863334655761705"
"2014-271348-PCO-31971","Permiso Construccion Cert.","2014-12-03T09:30:00.000","2014","2014.12","087-007-043-62","San Juan","Calle C, Lote 65-B, Parcelas Hill Brothers, Sabana Llana Norte, San Juan","Central","Expedido","Adjudicado","2014-12-16T00:00:00.000","PCO-CERT","243404.109524709","262967.64659531001","No","Enmienda DRio Court Apartments","Privado","Urbano","JUAN  SABATHIE ","0","(18.4018001556396, -66.0225524902343)","18.401800155639599","-66.022552490234304"
"2014-305476-PCO-31970","Permiso Construccion Cert.","2014-12-03T08:52:00.000","2014","2014.12","158-098-008-04","Lares","Carr. Pr-124 Int., Km. 2.5, Sector Tabonuco, Espino, Lares","Arecibo","Cancelado","Adjudicado","2015-12-04T00:00:00.000","PCO-CERT","151630.32904031","249493.199680939","No","Construcción de Residencia Sra. Wanda L. Muñiz","Privado","Rural","WANDA MUÑIZ ","16320","(18.2799568176269, -66.8907928466796)","18.2799568176269","-66.890792846679602"
"2014-305042-PCO-31969","Permiso Construccion","2014-12-03T08:49:00.000","2014","2014.12","027-000-009-12","Camuy","Carr. 119, K.M. 9.2, Sector Palomar, Camuy Arriba, Camuy","Arecibo","Cancelado","Adjudicado","2015-02-16T00:00:00.000","PCO-CONV","151933.9055308","268250.46381088899","No","INSTALACION DE VAGON EN SOLAR PARA VIVIENDA","Privado","Rural","NORBERTO RIVERA MEDINA","4625","(18.4494285583496, -66.8883590698242)","18.449428558349599","-66.888359069824205"
"2014-243950-PCO-31968","Permiso Construccion Cert.","2014-12-03T08:16:00.000","2014","2014.12","173-000-010-72","Gurabo","Carr Pr 945, Km. 4.4, Masas, Masa, Gurabo","Humacao","Cancelado","Adjudicado","2015-12-12T00:00:00.000","PCO-CERT","251206.113106709","249601.162531579","No","Techado Cancha Barrio Masas","Público","Rural","ROSACHELY RIVERA ","89100","(18.2808666229248, -65.9490509033203)","18.280866622924801","-65.949050903320298"
"2014-257874-PCO-31967","Permiso Construccion Cert.","2014-12-03T01:03:00.000","2014","2014.12","476-011-036-07","Culebra","Pr-252, Solar Numero 15, Sector Los Melones, Playa Sardinas I, Culebra","Central","Expedido","Adjudicado","2015-02-17T00:00:00.000","PCO-CERT","318621.11260077899","252637.82481210001","No","Construccion en Propiedad Sr. Rafael Soto Vega","Privado","Rural","RAFAEL SOTO VEGA","26736.29","(18.3056297302246, -65.3113021850585)","18.305629730224599","-65.311302185058494"
"2014-301322-PCO-31947","Permiso Construccion Cert.","2014-12-02T14:20:00.000","2014","2014.12","322-000-005-26","Aibonito","Carr. #718, Km. 0.8, Playita, Pasto, Aibonito","Ponce","Expedido","Adjudicado","2014-12-16T00:00:00.000","PCO-CERT","218422.78588061","231025.803067639","No","EUCLIDES LUNA RAMOS","Privado","Rural","EUCLIDES LUNA ","15000","(18.1135730743408, -66.2592620849609)","18.113573074340799","-66.259262084960895"
"2014-304916-PCO-31933","Permiso Construccion Cert.","2014-12-02T12:10:00.000","2014","2014.12","124-030-165-03","Rincón","Calle A, Solar #2, Sea Beach Colony, Pueblo, Rincón","Aguadilla","Expedido","Adjudicado","2015-04-09T00:00:00.000","PCO-CERT","113368.2045303","255446.57913706001","No","Residencia Ana L. Torres","Privado","Rural","ANA L. TORRES ","65675","(18.3325386047363, -67.2529067993164)","18.3325386047363","-67.252906799316406"
"2014-305976-PCO-31932","Permiso Construccion Cert.","2014-12-02T11:18:00.000","2014","2014.12","089-069-298-15","Canóvanas","Carretera Pr-3 Intersección Pr-188, Lote 17 Urb Industrial , Parque Industrial San Isidro, Canóvanas, Canóvanas","Central","Expedido","Adjudicado","2015-01-22T00:00:00.000","PCO-CERT","258064.02879556001","260949.444689019","No","â€œROOM FOR IN-PROCESS TESTINGâ€","Privado","Urbano","JUAN COLÓN ","20122","(18.3832187652587, -65.8838653564453)","18.3832187652587","-65.883865356445298"
"2013-228107-PCO-31931","Permiso Construccion Cert.","2014-12-02T10:23:00.000","2014","2014.12","361-086-346-20","Yauco","Carr. 127, Km. 4.0, Bo. Jacana, Jácana, Yauco","Ponce","Expedido","Adjudicado","2015-03-06T00:00:00.000","PCO-CERT","157101.675385479","222100.87656691001","No","Ferr. Jacana","Privado","Rural","JENSYELA REYES ","5934.31","(18.0325870513916, -66.8384704589843)","18.032587051391602","-66.838470458984304"
"2014-304404-PCO-31930","Permiso Construccion Cert.","2014-12-02T09:58:00.000","2014","2014.12","124-020-039-16","Rincón","Calle Pedro Abizu Campos, 8, Pueblo, Pueblo, Rincón","Aguadilla","Expedido","Adjudicado","2015-07-07T00:00:00.000","PCO-CERT","113346.97992336001","255970.87434201001","No","Auto-banco Cooperativa Ahorro y Crédito de Rincón","Privado","Urbano","ENRIQUE SANTIAGO ","97550","(18.3372745513916, -67.2531280517578)","18.337274551391602","-67.253128051757798"
"2014-302617-PCO-31929","Permiso Construccion Cert.","2014-12-02T09:09:00.000","2014","2014.12","028-009-345-13","Hatillo","Carr # 130, Km. 1.4, N/A, Capáez, Hatillo","Arecibo","Cancelado","Adjudicado","2015-04-18T00:00:00.000","PCO-CERT","158773.5901845","270110.49450402899","No","Hospedaje Especializado, Caroll J. Castro","Privado","Rural","CAROLL CASTRO ","18900","(18.4663772583007, -66.8236465454101)","18.4663772583007","-66.823646545410099"
"2014-305877-PCO-31928","Permiso Construccion Cert.","2014-12-02T08:25:00.000","2014","2014.12","457-043-060-02","Vieques","Calle El Fuerte, Pr-989, Barrio , Barrio Pueblo (Isabel Ii), Vieques","Central","Expedido","Adjudicado","2014-12-17T00:00:00.000","PCO-CERT","305178.33053635003","235223.550055239","No","Rehabilitación Coliseo Nelson Dieppa","Alianza Público Privada","Urbano","MUNICIPIO DE VIEQUES ","38292","(18.148998260498, -65.4393463134765)","18.148998260498001","-65.439346313476506"
"2011-784120-PCO-31927","Permiso Construccion Cert.","2014-12-02T08:20:00.000","2014","2014.12","352-000-003-36","Yabucoa","Carr. Pr-902, Km 3.4, Limones, Limones, Yabucoa","Humacao","Expedido","Adjudicado","2015-02-12T00:00:00.000","PCO-CERT","256458.65150817001","227520.77571864901","No","Urbanización Vallereal, Yabucoa","Privado","Rural","LUIS RODRÍGUEZ ","1123950","(18.081241607666, -65.8999786376953)","18.081241607666001","-65.899978637695298"
"2014-305511-PCO-31908","Permiso Construccion Cert.","2014-12-02T00:53:00.000","2014","2014.12","318-010-063-14","Villalba","149, 58.1, Tierra Santa, Villalba Arriba, Villalba","Ponce","Expedido","Adjudicado","2014-12-22T00:00:00.000","PCO-CERT","192605.62608042001","231813.398383099","No","PERMISO CONSTRUCCIÓN SALVADOR VEGA LLANES","Privado","Urbano","SALVADOR VEGA LLANES ","59118.5","(18.1207542419433, -66.5032043457031)","18.120754241943299","-66.503204345703097"
"2014-305895-PCO-31890","Permiso Construccion Cert.","2014-12-01T18:16:00.000","2014","2014.12","002-044-382-15","Isabela","4466, 1.9 Int, Area De  Shacks , Bajura, Isabela","Aguadilla","Cancelado","Adjudicado","2015-12-17T00:00:00.000","PCO-CERT","129508.08448894","275485.49168773001","No","Enmendar caso 2013-214142-PCO-98831","Privado","Rural","DICK HEIDENBERGER ","30800","(18.5141735076904, -67.1009063720703)","18.514173507690401","-67.100906372070298"
"2012-035674-PCO-31888","Permiso Construccion Cert.","2014-12-01T16:28:00.000","2014","2014.12","057-000-004-25","Vega Baja","Avenida Vega Serena, Km 0.2, Finca Aulet, Pugnado Afuera, Vega Baja","Arecibo","Expedido","Adjudicado","2015-03-06T00:00:00.000","PCO-CERT","203584.84431755001","266031.75024024001","No","QMC-077 Las Granjas II - Vega Baja Telecom Site","Privado","Rural","EDGAR MONTAÑEZ ","128784.07","(18.4299201965332, -66.3993988037109)","18.4299201965332","-66.399398803710895"
"2014-305861-PCO-31887","Permiso Construccion Cert.","2014-12-01T16:04:00.000","2014","2014.12","056-014-113-18","Manatí","Carretera Pr-2, 47.8, No Tiene, Coto Norte, Manatí","Arecibo","Expedido","Adjudicado","2014-12-17T00:00:00.000","PCO-CERT","195393.650082779","266274.56380830001","No","GASOLINERA TOTAL MANATI - FELIX RODRIGUEZ","Privado","Rural","FÉLIX RODRIGUEZ RODRIGUEZ","35946.25","(18.4321117401123, -66.476936340332)","18.432111740112301","-66.476936340332003"
"2014-305455-PCO-31867","Permiso Construccion Cert.","2014-12-01T15:23:00.000","2014","2014.12","070-074-403-02","Moca","Carr Pr-125, Km 7.0, Na, Voladoras, Moca","Aguadilla","Expedido","Adjudicado","2015-03-18T00:00:00.000","PCO-CERT","129274.93148312","260769.470780879","No","Fernando Cordero [LRM]","Privado","Rural","FERNANDO CORDERO VELAZQUEZ","27213.79","(18.381212234497, -67.1026077270507)","18.381212234496999","-67.102607727050696"
