NUM_TRAMITE,PERMIT_TYPE,CREATION_DATE,PAID,PROJECT_NAME,STATUS,CATASTRO,COORDX,COORDY,COORD_X_Y,LAST_UPDATED,ESTADO
2016-107135-DEC-169858,DEC,03/09/2016 12:00:00 AM,75,Residencia  Grau Bonet,AWAITING_INSPECTION,143-039-990-28,18.3308629208654,-66.0717615922548,"(18.3308629208654, -66.0717615922548)",03/09/2016 12:00:00 AM,Pendiente
2016-107103-DEC-169833,DEC,03/09/2016 12:00:00 AM,75,FIRST PHARMACY # 7,PERMIT_APPROVED,058-079-160-02,18.41251317071943,-66.32046103477477,"(18.41251317071943, -66.32046103477477)",03/10/2016 12:00:00 AM,Adjudicado
2016-107065-DEC-169717,DEC,03/09/2016 12:00:00 AM,75,XTRA CLEAN INC,AWAITING_INSPECTION,086-008-328-01,18.4030995514075,-66.0787387198125,"(18.4030995514075, -66.0787387198125)",03/10/2016 12:00:00 AM,Pendiente
2016-107044-CIS-169632,CIS,03/09/2016 12:00:00 AM,50,GD Luis Mateo Espada,PERMIT_APPROVED,321-000-008-08,18.0961741059725,-66.3381299511294,"(18.0961741059725, -66.3381299511294)",03/09/2016 12:00:00 AM,Adjudicado
2016-106937-CSA-169755,CSA,03/09/2016 12:00:00 AM,35,"Bufete Resto, Rivera & Rom�n, LLC",AWAITING_INSPECTION,225-065-140-11,18.2288168174857,-66.0364035937093,"(18.2288168174857, -66.0364035937093)",03/09/2016 12:00:00 AM,Pendiente
2016-107231-PUS-170035,PUS,03/09/2016 12:00:00 AM,100,Optica Buena,PERMIT_APPROVED,366-029-036-03,18.0525897303478,-66.5072990144715,"(18.0525897303478, -66.5072990144715)",03/10/2016 12:00:00 AM,Adjudicado
2016-107221-PUS-170022,PUS,03/09/2016 12:00:00 AM,300,Caribbean International Boat Show 2016 (5kioscos bebidas alcoholicas y 5 kioscos de comida),PERMIT_APPROVED,178-079-158-06,18.287676358746825,-65.6363046169281,"(18.287676358746825, -65.6363046169281)",03/10/2016 12:00:00 AM,Adjudicado
2016-107208-CSA-170013,CSA,03/09/2016 12:00:00 AM,35,ANA�S MINI MARKET,AWAITING_INSPECTION,063-100-199-01,18.4068665513954,-66.0034038816711,"(18.4068665513954, -66.0034038816711)",03/09/2016 12:00:00 AM,Pendiente
2015-083867-PCO-169836,PCO,03/09/2016 12:00:00 AM,35,Urbanizaci�n Los Eucaliptos,AWAITING_INSPECTION,089-013-575-22,18.3999274618053,-65.9221911050458,"(18.3999274618053, -65.9221911050458)",03/10/2016 12:00:00 AM,Pendiente
2016-107145-CSA-169886,CSA,03/09/2016 12:00:00 AM,35,BLUE SKY & GREEN SEA LLC,AWAITING_INSPECTION,060-097-008-04,18.4055715543789,-66.207893346313,"(18.4055715543789, -66.207893346313)",03/09/2016 12:00:00 AM,Pendiente
2016-107104-PCO-169821,PCO,03/09/2016 12:00:00 AM,889,"Residencia, Alberto B. Sabah Levy",AWAITING_INSPECTION,003-000-007-38,18.50616027890728,-67.0417445898056,"(18.50616027890728, -67.0417445898056)",03/09/2016 12:00:00 AM,Pendiente
2016-106380-DEC-169636,DEC,03/09/2016 12:00:00 AM,75,Restauraci�n de Casa Corretjer,AWAITING_INSPECTION,136-000-006-14,18.3143694951969,-66.5551606654787,"(18.3143694951969, -66.5551606654787)",03/09/2016 12:00:00 AM,Pendiente
2016-106971-DEC-169822,DEC,03/09/2016 12:00:00 AM,75,Baskin Robbins,RECTIFICATION_REQUIRED,062-094-726-04,18.4047370792059,-66.1053962862026,"(18.4047370792059, -66.1053962862026)",03/10/2016 12:00:00 AM,Pendiente
2016-107011-PUS-169986,PUS,03/09/2016 12:00:00 AM,100,Taco Maker/ Las piedras,PERMIT_APPROVED,279-040-147-01,18.1758776642814,-65.8785441598839,"(18.1758776642814, -65.8785441598839)",03/10/2016 12:00:00 AM,Adjudicado
2016-106645-DEC-170047,DEC,03/09/2016 12:00:00 AM,75,Vivienda Unifamiliar - Josu� D�vila,AWAITING_INSPECTION,130-069-197-10,18.3221060989816,-66.8853323038705,"(18.3221060989816, -66.8853323038705)",03/09/2016 12:00:00 AM,Pendiente
2016-102946-CSA-169746,CSA,03/09/2016 12:00:00 AM,35,Auto Parts,AWAITING_INSPECTION,187-000-002-52,18.2717127975378,-66.7992654829547,"(18.2717127975378, -66.7992654829547)",03/09/2016 12:00:00 AM,Pendiente
2016-107194-CSA-170017,CSA,03/09/2016 12:00:00 AM,35,JULIO BERMUDEZ RIVERA,AWAITING_INSPECTION,275-055-065-21,18.1694945547768,-66.1611097314326,"(18.1694945547768, -66.1611097314326)",03/10/2016 12:00:00 AM,Pendiente
2015-089881-SRA-169965,SRA,03/09/2016 12:00:00 AM,50,Crowley Upland Facilities Improvement,AWAITING_INSPECTION,040-000-003-01,18.4559442366133,-66.0994874204785,"(18.4559442366133, -66.0994874204785)",03/09/2016 12:00:00 AM,Pendiente
2016-107162-CSA-169910,CSA,03/09/2016 12:00:00 AM,35,"Panaderia,Reposteria,Cafeteria y Pizzeria",AWAITING_INSPECTION,332-007-013-14,18.0890859432302,-67.1468544896276,"(18.0890859432302, -67.1468544896276)",03/09/2016 12:00:00 AM,Pendiente
2016-106760-SRA-169957,SRA,03/09/2016 12:00:00 AM,50,MEJORAS A LA COMUNIDAD EL HOYO DEL VEGA BAJA PR,AWAITING_INSPECTION,057-000-001-36,18.4347141991882,-66.4293197956047,"(18.4347141991882, -66.4293197956047)",03/09/2016 12:00:00 AM,Pendiente
2016-107093-DEC-169771,DEC,03/09/2016 12:00:00 AM,75,Panaderia-Reposteria y Cafeteria (cambio de Due�o).,AWAITING_INSPECTION,332-027-161-16,18.0848656238535,-67.1471112597542,"(18.0848656238535, -67.1471112597542)",03/09/2016 12:00:00 AM,Pendiente
2015-082557-PUS-169866,PUS,03/09/2016 12:00:00 AM,25,Residencia Sra. Consuelo Villa Rivera,PERMIT_APPROVED,125-074-191-02,18.318986832901,-67.2278782988662,"(18.318986832901, -67.2278782988662)",03/10/2016 12:00:00 AM,Adjudicado
2016-107160-CSA-169900,CSA,03/09/2016 12:00:00 AM,35,SALON DE BELLEZA,AWAITING_INSPECTION,304-008-017-23,18.1523136156932,-65.8275568743648,"(18.1523136156932, -65.8275568743648)",03/09/2016 12:00:00 AM,Pendiente
2016-107155-DEC-169902,DEC,03/09/2016 12:00:00 AM,75,Renatura LLC,AWAITING_INSPECTION,062-078-076-16,18.4124857864351,-66.0783126966936,"(18.4124857864351, -66.0783126966936)",03/09/2016 12:00:00 AM,Pendiente
2016-107104-DEC-169785,DEC,03/09/2016 12:00:00 AM,75,"Residencia, Alberto B. Sabah Levy",RECTIFICATION_REQUIRED,003-000-007-38,18.50616027890728,-67.0417445898056,"(18.50616027890728, -67.0417445898056)",03/10/2016 12:00:00 AM,Pendiente
2015-074541-CCO-169637,CCO,03/09/2016 12:00:00 AM,170,CONSULTA DE CONSTRUCCION SR. LUIS TORRES,RECTIFICATION_REQUIRED,118-035-225-20,18.3627983350958,-65.8446730678523,"(18.3627983350958, -65.8446730678523)",03/09/2016 12:00:00 AM,Pendiente
2016-107043-CIS-169631,CIS,03/09/2016 12:00:00 AM,50,Andy L. Cancel V�lez,PERMIT_APPROVED,407-069-007-03,17.97773300670824,-66.88357472419739,"(17.97773300670824, -66.88357472419739)",03/09/2016 12:00:00 AM,Adjudicado
2016-107176-ACP-169956,ACP,03/09/2016 12:00:00 AM,60,Estabilizacion del banco de la Quebrada Lois Frailes,RECTIFICATION_REQUIRED,114-055-315-41,18.354885154111,-66.0958957342647,"(18.354885154111, -66.0958957342647)",03/10/2016 12:00:00 AM,Pendiente
2016-107042-API-169638,API,03/09/2016 12:00:00 AM,195,Ocean Forest Residence (Continental Beach Resort),AWAITING_INSPECTION,091-000-004-17,18.397823387983582,-65.76921880245209,"(18.397823387983582, -65.76921880245209)",03/10/2016 12:00:00 AM,Pendiente
2016-107090-DEC-169756,DEC,03/09/2016 12:00:00 AM,75,CAFETERIA CON B.A.D,AWAITING_INSPECTION,068-076-304-18,18.3797616285259,-67.2174896921514,"(18.3797616285259, -67.2174896921514)",03/09/2016 12:00:00 AM,Pendiente
2016-107127-DEC-169847,DEC,03/09/2016 12:00:00 AM,75,PC CONSTRUCTION LLC,PERMIT_APPROVED,227-046-382-09,18.2348388180078,-65.9005578403356,"(18.2348388180078, -65.9005578403356)",03/10/2016 12:00:00 AM,Adjudicado
2016-107167-CIS-169917,CIS,03/09/2016 12:00:00 AM,50,BENJAMIN ROSARIO DIAZ,PERMIT_APPROVED,301-000-008-43,18.132006643229,-66.0359521524659,"(18.132006643229, -66.0359521524659)",03/10/2016 12:00:00 AM,Adjudicado
2016-105386-CSA-169702,CSA,03/09/2016 12:00:00 AM,35,MI BALCON,PERMIT_APPROVED,170-035-143-40,18.2980829107239,-66.1576653413104,"(18.2980829107239, -66.1576653413104)",03/09/2016 12:00:00 AM,Adjudicado
2016-107195-DEC-170015,DEC,03/09/2016 12:00:00 AM,75,Segregacion de un solar Eusebio Santiago Sector Chevio Santiago,AWAITING_INSPECTION,097-013-006-02,18.367261471380835,-67.17124164104461,"(18.367261471380836, -67.17124164104462)",03/09/2016 12:00:00 AM,Pendiente
2015-093800-DEA-170048,DEA,03/09/2016 12:00:00 AM,300,Hotel Casa Provincial,AWAITING_INSPECTION,040-002-033-03,18.4653889192546,-66.1175903005973,"(18.4653889192546, -66.1175903005973)",03/10/2016 12:00:00 AM,Pendiente
2016-107136-DEC-169859,DEC,03/09/2016 12:00:00 AM,75,XXI CENTURY THE LEGACY TKD ACADEMY,PERMIT_APPROVED,113-036-863-23,18.3623917644093,-66.1510351819641,"(18.3623917644093, -66.1510351819641)",03/10/2016 12:00:00 AM,Adjudicado
2015-095464-DEC-169742,DEC,03/09/2016 12:00:00 AM,75,DBA GREEN TIRE,RECTIFICATION_REQUIRED,252-065-072-12,18.1950741629108,-65.9692506951406,"(18.1950741629108, -65.9692506951406)",03/10/2016 12:00:00 AM,Pendiente
2015-058516-DEC-170034,DEC,03/09/2016 12:00:00 AM,75,Legalizaci�n Casa de Apartamentos,AWAITING_INSPECTION,089-040-233-15,18.392962667803,-65.8802022373662,"(18.392962667803, -65.8802022373662)",03/10/2016 12:00:00 AM,Pendiente
2016-107181-SRI-169961,SRI,03/09/2016 12:00:00 AM,50,FACILIDAD DE TELECOMUNICACION POZUELO SITE,AWAITING_AGENCIES,440-100-588-03,17.9387985752987,-66.1904933110821,"(17.9387985752987, -66.1904933110821)",03/10/2016 12:00:00 AM,Pendiente
2016-107188-CIS-169994,CIS,03/09/2016 12:00:00 AM,50,Sistema Fotovoltaico Residencial Familia Santerini,PERMIT_APPROVED,401-024-002-27,18.0208182270291,-65.8538963918861,"(18.0208182270291, -65.8538963918861)",03/10/2016 12:00:00 AM,Adjudicado
2015-077358-SRI-169682,SRI,03/09/2016 12:00:00 AM,50,Sucn. Berta Marte,RECTIFICATION_REQUIRED,353-026-291-10,18.083162657438976,-65.8408471941948,"(18.083162657438976, -65.8408471941948)",03/10/2016 12:00:00 AM,Pendiente
2016-107082-PUS-169729,PUS,03/09/2016 12:00:00 AM,10,(1) Kiosco con B.A.D. (Pro Fondos Angel J. Rivera S�nchez),PERMIT_APPROVED,008-070-031-02,18.4772802279541,-66.9383486555628,"(18.4772802279541, -66.9383486555628)",03/09/2016 12:00:00 AM,Adjudicado
2016-107186-CIS-169958,CIS,03/09/2016 12:00:00 AM,50,ANIBAL VELAZQUEZ JIMENEZ,PERMIT_APPROVED,025-009-079-23,18.4658702648618,-67.0086979661847,"(18.4658702648618, -67.0086979661847)",03/10/2016 12:00:00 AM,Adjudicado
2016-107056-CSA-169665,CSA,03/09/2016 12:00:00 AM,35,Permiso de Uso Taller Hojalateria y Pintura,AWAITING_INSPECTION,334-063-201-49,18.069901028224596,-67.04391181468964,"(18.069901028224596, -67.04391181468964)",03/09/2016 12:00:00 AM,Pendiente
2016-106928-CSA-169830,CSA,03/09/2016 12:00:00 AM,35,Lu Fashions Caguas,AWAITING_INSPECTION,225-034-234-29,18.236841103806334,-66.0398268699646,"(18.236841103806334, -66.0398268699646)",03/09/2016 12:00:00 AM,Pendiente
2015-080241-API-169663,API,03/09/2016 12:00:00 AM,30,Israel Rios Velez,AWAITING_INSPECTION,161-000-009-53,18.2873598087687,-66.7017774860959,"(18.2873598087687, -66.7017774860959)",03/09/2016 12:00:00 AM,Pendiente
2016-107099-DEC-169780,DEC,03/09/2016 12:00:00 AM,75,PRECISION HAIR CUTS,PERMIT_APPROVED,225-005-263-01,18.24630729813596,-66.03338420391083,"(18.24630729813596, -66.03338420391083)",03/10/2016 12:00:00 AM,Adjudicado
2016-107175-SRI-169940,SRI,03/09/2016 12:00:00 AM,50,Plano electrico 2 solares Jose Rivera Mercado,RECTIFICATION_REQUIRED,131-000-006-28,18.3212027309719,-66.8616710732668,"(18.3212027309719, -66.8616710732668)",03/10/2016 12:00:00 AM,Pendiente
2016-106132-CIS-169688,CIS,03/09/2016 12:00:00 AM,50,GILLERMO TORRES GOMEZ,PERMIT_APPROVED,225-015-279-12,18.2425981609769,-66.0335734965091,"(18.2425981609769, -66.0335734965091)",03/09/2016 12:00:00 AM,Adjudicado
2016-107039-CSA-169644,CSA,03/09/2016 12:00:00 AM,35,Kress,PERMIT_APPROVED,114-010-020-65,18.370461219610043,-66.06800079345703,"(18.370461219610043, -66.06800079345703)",03/09/2016 12:00:00 AM,Adjudicado
2016-107170-PCO-170044,PCO,03/09/2016 12:00:00 AM,335,Vivienda en bha Anamarie Vega,AWAITING_INSPECTION,318-000-007-33,18.1045165308464,-66.5397088377105,"(18.1045165308464, -66.5397088377105)",03/09/2016 12:00:00 AM,Pendiente
2016-107105-DEC-169826,DEC,03/09/2016 12:00:00 AM,75,Residencia Edwin Albarran,AWAITING_INSPECTION,384-020-265-74,18.0234674053497,-66.8768085349071,"(18.0234674053497, -66.8768085349071)",03/09/2016 12:00:00 AM,Pendiente
2016-107024-DEC-169818,DEC,03/09/2016 12:00:00 AM,75,Puerto Rita's LLC,AWAITING_INSPECTION,040-002-024-17,18.4661576656839,-66.1180812271799,"(18.4661576656839, -66.1180812271799)",03/09/2016 12:00:00 AM,Pendiente
2016-107139-CIS-169860,CIS,03/09/2016 12:00:00 AM,50,FERNANDO CALIMANO BENITO,PERMIT_APPROVED,006-054-412-15,18.4802194385017,-67.1053135416367,"(18.4802194385017, -67.1053135416367)",03/09/2016 12:00:00 AM,Adjudicado
2016-106772-DEC-169610,DEC,03/09/2016 12:00:00 AM,75,alex realtor,AWAITING_INSPECTION,086-096-758-17,18.3741234392785,-66.0926791618419,"(18.3741234392785, -66.0926791618419)",03/09/2016 12:00:00 AM,Pendiente
2015-056730-SRI-169686,SRI,03/09/2016 12:00:00 AM,50,"IMANOL AUTO, INC.",AWAITING_AGENCIES,169-023-124-09,18.302895000822584,-66.23376667499542,"(18.302895000822584, -66.23376667499542)",03/10/2016 12:00:00 AM,Pendiente
2016-107111-DEC-169828,DEC,03/09/2016 12:00:00 AM,75,"Edificio Comercial Plaza Rojas, Suite 2",AWAITING_INSPECTION,069-006-548-07,18.402226382307035,-67.15184390544891,"(18.402226382307035, -67.15184390544891)",03/09/2016 12:00:00 AM,Pendiente
2016-107160-DEC-169905,DEC,03/09/2016 12:00:00 AM,75,SALON DE BELLEZA,AWAITING_INSPECTION,304-008-017-23,18.1523136156932,-65.8275568743648,"(18.1523136156932, -65.8275568743648)",03/09/2016 12:00:00 AM,Pendiente
2016-098360-PUS-169775,PUS,03/09/2016 12:00:00 AM,25,COMITE RAYMOND 2016,RECTIFICATION_REQUIRED,089-000-008-17,18.3743865571824,-65.9023279438755,"(18.3743865571824, -65.9023279438755)",03/09/2016 12:00:00 AM,Pendiente
2016-107040-ASE-169628,ASE,03/09/2016 12:00:00 AM,100,VIVIENDA - 2DA. PLANTA,PERMIT_APPROVED,226-000-004-18,18.234336908607244,-65.95097333192824,"(18.234336908607244, -65.95097333192824)",03/09/2016 12:00:00 AM,Adjudicado
2016-098392-PUS-169784,PUS,03/09/2016 12:00:00 AM,50,Center for Excellence in Community Health - UT,AWAITING_INSPECTION,225-020-143-26,18.2431890114516,-66.0018960416954,"(18.2431890114516, -66.0018960416954)",03/09/2016 12:00:00 AM,Pendiente
2015-082790-DEC-169671,DEC,03/09/2016 12:00:00 AM,75,Permiso Simple Finca Sr. Caballero,AWAITING_INSPECTION,083-000-007-34,18.38404357921848,-66.29311323165894,"(18.38404357921848, -66.29311323165894)",03/09/2016 12:00:00 AM,Pendiente
2016-107158-DEC-169908,DEC,03/09/2016 12:00:00 AM,75,4 EVER,AWAITING_INSPECTION,058-079-085-30,18.411290505172,-66.3206853903018,"(18.411290505172, -66.3206853903018)",03/09/2016 12:00:00 AM,Pendiente
2016-107227-SRI-170027,SRI,03/09/2016 12:00:00 AM,50,Solares Jose L. Rodriguez,RECTIFICATION_REQUIRED,441-000-001-06,17.964455780359188,-66.17546081542969,"(17.964455780359188, -66.17546081542969)",03/10/2016 12:00:00 AM,Pendiente
2016-107103-CSA-169832,CSA,03/09/2016 12:00:00 AM,35,FIRST PHARMACY # 7,AWAITING_INSPECTION,058-079-160-02,18.41251317071943,-66.32046103477477,"(18.41251317071943, -66.32046103477477)",03/09/2016 12:00:00 AM,Pendiente
2016-106998-CIS-169939,CIS,03/09/2016 12:00:00 AM,50,JONATHAN RODRIGUEZ MERCADO,PERMIT_APPROVED,092-095-060-16,18.3734696372439,-65.7223798973637,"(18.3734696372439, -65.7223798973637)",03/10/2016 12:00:00 AM,Adjudicado
2016-106882-CIS-169903,CIS,03/09/2016 12:00:00 AM,50,NET METERING SYSTEM,RECTIFICATION_REQUIRED,060-064-787-07,18.41548813173852,-66.22780948877335,"(18.41548813173852, -66.22780948877335)",03/10/2016 12:00:00 AM,Pendiente
2016-107164-DEC-169909,DEC,03/09/2016 12:00:00 AM,75,"Apartamentos, Griselle Mendez Guerrero",AWAITING_INSPECTION,402-066-025-19,17.97905455148284,-67.21258252859116,"(17.97905455148284, -67.21258252859116)",03/09/2016 12:00:00 AM,Pendiente
2016-106373-PCO-169648,PCO,03/09/2016 12:00:00 AM,800.1,Residencia Familia Berrios - Fuentes,AWAITING_INSPECTION,220-091-060-02,18.220251094263677,-66.3720640540123,"(18.220251094263677, -66.3720640540123)",03/09/2016 12:00:00 AM,Pendiente
2016-107165-PUS-169943,PUS,03/09/2016 12:00:00 AM,100,ROCK TAVERN,RECTIFICATION_REQUIRED,280-021-011-46,18.179276272241818,-65.87227195501328,"(18.179276272241818, -65.87227195501328)",03/09/2016 12:00:00 AM,Pendiente
2016-107062-ASE-169713,ASE,03/09/2016 12:00:00 AM,100,contador energia electrica,PERMIT_APPROVED,195-048-103-36,18.2645522975264,-66.2647490046687,"(18.2645522975264, -66.2647490046687)",03/09/2016 12:00:00 AM,Adjudicado
2016-107081-PUS-169725,PUS,03/09/2016 12:00:00 AM,10,UN KIOKSO CON B.A.D. Y COMIDA,PERMIT_APPROVED,154-098-050-12,18.2814941828745,-67.1396475539255,"(18.2814941828745, -67.1396475539255)",03/09/2016 12:00:00 AM,Adjudicado
2016-106825-DEC-169153,DEC,03/08/2016 12:00:00 AM,75,V-A Electrical Contractors,PERMIT_APPROVED,088-026-143-14,18.3962115565419,-65.9635589507501,"(18.3962115565419, -65.9635589507501)",03/08/2016 12:00:00 AM,Adjudicado
2016-106863-PUS-169149,PUS,03/08/2016 12:00:00 AM,150,Almac�n,PERMIT_APPROVED,007-008-056-11,18.4975843492016,-67.0167850656162,"(18.4975843492016, -67.0167850656162)",03/08/2016 12:00:00 AM,Adjudicado
2016-106756-PGE-169138,PGE,03/08/2016 12:00:00 AM,1350,"WIPR- Antena Monte del Estado, Maricao",PERMIT_APPROVED,262-000-006-06,18.1543099888544,-66.9947453035383,"(18.1543099888544, -66.9947453035383)",03/09/2016 12:00:00 AM,Adjudicado
2016-106963-DEC-169460,DEC,03/08/2016 12:00:00 AM,75,OFICINA MEDICA DR. RIOS BATTISTINI,PERMIT_APPROVED,158-040-134-01,18.2985094262432,-66.880523136288,"(18.2985094262432, -66.880523136288)",03/09/2016 12:00:00 AM,Adjudicado
2016-106976-PUS-169470,PUS,03/08/2016 12:00:00 AM,10,UN KIOSKO CON B.A.D. ,PERMIT_APPROVED,007-036-596-25,18.4865289051667,-67.0276277382208,"(18.4865289051667, -67.0276277382208)",03/09/2016 12:00:00 AM,Adjudicado
2016-106902-DEC-169289,DEC,03/08/2016 12:00:00 AM,75,FESTIVAL DE LA CHINA 2016 (TARIMA-FESTIVAL),PERMIT_APPROVED,184-082-006-01,18.2522302367072,-66.9917593389079,"(18.2522302367072, -66.9917593389079)",03/09/2016 12:00:00 AM,Adjudicado
2016-106990-CSA-169501,CSA,03/08/2016 12:00:00 AM,35,Noe Amador,AWAITING_INSPECTION,041-041-232-02,18.4513712081956,-66.0594704804156,"(18.4513712081956, -66.0594704804156)",03/08/2016 12:00:00 AM,Pendiente
2016-106864-PUS-169249,PUS,03/08/2016 12:00:00 AM,100,Uso Domiciliario Betancourt Service,RECTIFICATION_REQUIRED,061-002-332-22,18.4334746592146,-66.175313824574,"(18.4334746592146, -66.175313824574)",03/09/2016 12:00:00 AM,Pendiente
2015-090661-PUS-169575,PUS,03/08/2016 12:00:00 AM,100,El Picotazo,RECTIFICATION_REQUIRED,087-090-029-51,18.3778549088621,-66.0028601390446,"(18.3778549088621, -66.0028601390446)",03/10/2016 12:00:00 AM,Pendiente
2016-099356-PCO-169489,PCO,03/08/2016 12:00:00 AM,263,Shell San Luis S/S 204124-Permiso Construcci�n,AWAITING_REQUIREMENTS,012-084-110-07,18.472376581427508,-66.72479599714279,"(18.472376581427508, -66.72479599714279)",03/10/2016 12:00:00 AM,Pendiente
2016-106953-ASE-169377,ASE,03/08/2016 12:00:00 AM,100,SERVICIO DE LUZ,PERMIT_APPROVED,198-075-396-15,18.2562358602673,-66.0968519538099,"(18.2562358602673, -66.0968519538099)",03/08/2016 12:00:00 AM,Adjudicado
2016-106921-DEC-169497,DEC,03/08/2016 12:00:00 AM,75,7cds Hacienda Don Benicio I,PERMIT_APPROVED,119-000-005-39,18.3666016903368,-65.7518260266136,"(18.3666016903368, -65.7518260266136)",03/10/2016 12:00:00 AM,Adjudicado
2016-106002-PUS-169478,PUS,03/08/2016 12:00:00 AM,250,CAFE SABORES,PERMIT_APPROVED,115-006-636-01,18.3708668850832,-66.0257575698692,"(18.3708668850832, -66.0257575698692)",03/08/2016 12:00:00 AM,Adjudicado
2016-106987-PUS-169511,PUS,03/08/2016 12:00:00 AM,550,Casa M�a Inc.,AWAITING_INSPECTION,259-023-002-43,18.1783040908696,-67.1713777409755,"(18.1783040908696, -67.1713777409755)",03/08/2016 12:00:00 AM,Pendiente
2016-107023-DEC-169589,DEC,03/08/2016 12:00:00 AM,75,Dra. Ver�nica Rivera Arce,PERMIT_APPROVED,085-024-196-01,18.3964018519469,-66.1660656015451,"(18.3964018519469, -66.1660656015451)",03/09/2016 12:00:00 AM,Adjudicado
2016-106940-DEC-169352,DEC,03/08/2016 12:00:00 AM,75,PUMA SS-131,PERMIT_APPROVED,361-032-271-03,18.0506113149886,-66.8677437851648,"(18.0506113149886, -66.8677437851648)",03/09/2016 12:00:00 AM,Adjudicado
2016-106680-CIS-169229,CIS,03/08/2016 12:00:00 AM,50,4.03 kWDC (3.25 kWAC) PV System -Betty Tarafa,PERMIT_APPROVED,363-084-279-05,18.0335190713394,-66.7293717437004,"(18.0335190713394, -66.7293717437004)",03/08/2016 12:00:00 AM,Adjudicado
2016-106870-ASE-169182,ASE,03/08/2016 12:00:00 AM,100,VIVIENDA UNIFAMILIAR EN VAGON ANCLADO,PERMIT_APPROVED,033-000-001-19,18.4557782417319,-66.5584969710364,"(18.4557782417319, -66.5584969710364)",03/08/2016 12:00:00 AM,Adjudicado
2016-106836-PCO-169070,PCO,03/08/2016 12:00:00 AM,407,Ampliaci�n vivienda H�ctor V�lez,AWAITING_INSPECTION,157-000-005-68,18.29420607369415,-66.9388335943222,"(18.29420607369415, -66.9388335943222)",03/08/2016 12:00:00 AM,Pendiente
2016-106967-CSA-169452,CSA,03/08/2016 12:00:00 AM,35,312 G STATION INC.,AWAITING_INSPECTION,407-065-017-11,17.9763931716962,-66.9076658634264,"(17.9763931716962, -66.9076658634264)",03/08/2016 12:00:00 AM,Pendiente
2016-106957-DEC-169406,DEC,03/08/2016 12:00:00 AM,75,SULLYS NAIL AND ESTETIQUE,PERMIT_APPROVED,353-000-004-64,18.0851465257974,-65.8358947709221,"(18.0851465257974, -65.8358947709221)",03/09/2016 12:00:00 AM,Adjudicado
2015-091176-CSA-169580,CSA,03/08/2016 12:00:00 AM,35,Vokao Sport Bar & Restaurant,AWAITING_INSPECTION,056-012-009-05,18.4294112347097,-66.4911776383115,"(18.4294112347097, -66.4911776383115)",03/08/2016 12:00:00 AM,Pendiente
2016-099348-CSA-169314,CSA,03/08/2016 12:00:00 AM,35,PABELLON CATALINA,AWAITING_INSPECTION,341-000-010-63,18.076240013095006,-66.56394928693771,"(18.076240013095006, -66.56394928693771)",03/08/2016 12:00:00 AM,Pendiente
2016-106957-CSA-169402,CSA,03/08/2016 12:00:00 AM,35,SULLYS NAIL AND ESTETIQUE,AWAITING_INSPECTION,353-000-004-64,18.0851465257974,-65.8358947709221,"(18.0851465257974, -65.8358947709221)",03/08/2016 12:00:00 AM,Pendiente
2016-106674-SRI-169215,SRI,03/08/2016 12:00:00 AM,50,AC-520123 Caguas,AWAITING_AGENCIES,251-003-466-64,18.216006528764805,-66.04945063591003,"(18.216006528764805, -66.04945063591003)",03/08/2016 12:00:00 AM,Pendiente
2015-089985-API-169238,API,03/08/2016 12:00:00 AM,90,SUCN PONCE,AWAITING_INSPECTION,131-000-006-66,18.31498543206728,-66.86229944229126,"(18.31498543206728, -66.86229944229126)",03/08/2016 12:00:00 AM,Pendiente
2016-106746-CSA-169341,CSA,03/08/2016 12:00:00 AM,35,COMPLEJOS DE CIENCIAS Y LABORATORIOS,PERMIT_APPROVED,113-007-293-07,18.370919412590254,-66.14333868026733,"(18.370919412590254, -66.14333868026733)",03/09/2016 12:00:00 AM,Adjudicado
2016-102720-CSA-169577,CSA,03/08/2016 12:00:00 AM,35,16D01 Brenntag,AWAITING_MANAGER,088-085-797-12,18.3770537694117,-65.9730069869984,"(18.3770537694117, -65.9730069869984)",03/08/2016 12:00:00 AM,Pendiente
2016-106985-CSA-169496,CSA,03/08/2016 12:00:00 AM,35,Comit� Amigos de Ra�l Caraballo segunda planta( Luz y agua).,AWAITING_INSPECTION,233-088-535-10,18.1913479279178,-67.1433957320518,"(18.1913479279178, -67.1433957320518)",03/08/2016 12:00:00 AM,Pendiente
2016-106724-PGE-169123,PGE,03/08/2016 12:00:00 AM,1350,"WIPR- Antena La Santa, Cayey",PERMIT_APPROVED,326-000-001-06,18.1108346234946,-66.0522136604185,"(18.1108346234946, -66.0522136604185)",03/09/2016 12:00:00 AM,Adjudicado
2016-106984-CIS-169483,CIS,03/08/2016 12:00:00 AM,50,ILIANA HERNANDEZ CRUZ,PERMIT_APPROVED,039-081-241-09,18.4407174027813,-66.1867572640749,"(18.4407174027813, -66.1867572640749)",03/09/2016 12:00:00 AM,Adjudicado
2016-107010-DEC-169554,DEC,03/08/2016 12:00:00 AM,75,JOSE ALVAREZ d/b/a AT HOME SERVICES,AWAITING_INSPECTION,115-056-763-03,18.3547636793813,-66.0284632721213,"(18.3547636793813, -66.0284632721213)",03/09/2016 12:00:00 AM,Pendiente
