"nu_entidad","clasificaci_n","anofiscal","nb_entidad","fechatran","fechacierre","estatus","carreraparcialm","carreraparcialf","carreracompletom","carreracompletof","carreranograduadom","carreranograduadof","carreragraduadom","carreragraduadof","carrerapostsecundariom","carrerapostsecundariof","carreraasociadom","carreraasociadof","carrerabachm","carrerabachf","carreragradosprom","carreragradosprof","carreramaestriam","carreramaestriaf","carreradoctoradom","carreradoctoradof","confianzareinstparcialm","confianzareinstparcialf","confianzareinstcompletom","confianzareinstcompletof","confianzareinstnograduadom","confianzareinstnograduadof","confianzareinstgraduadom","confianzareinstgraduadof","confianzareinstpostsecundariom","confianzareinstpostsecundariof","confianzareinstasociadom","confianzareinstasociadof","confianzareinstbachm","confianzareinstbachf","confianzareinstgradosprom","confianzareinstgradosprof","confianzareinstmaestriam","confianzareinstmaestriaf","confianzareinstdoctoradom","confianzareinstdoctoradof","confianzanoreinstparcialm","confianzanoreinstparcialf","confianzanoreinstcompletom","confianzanoreinstcompletof","confianzanoreinstnograduadom","confianzanoreinstnograduadof","confianzanoreinstgraduadom","confianzanoreinstgraduadof","confianzanoreinstpostsecundariom","confianzanoreinstpostsecundariof","confianzanoreinstasociadom","confianzanoreinstasociadof","confianzanoreinstbachm","confianzanoreinstbachf","confianzanoreinstgradosprom","confianzanoreinstgradosprof","confianzanoreinstmaestriam","confianzanoreinstmaestriaf","confianzanoreinstdoctoradom","confianzanoreinstdoctoradof","transitorioparcialm","transitorioparcialf","transitoriocompletom","transitoriocompletof","transitorionograduadom","transitorionograduadof","transitoriograduadom","transitoriograduadof","transitoriopostsecundariom","transitoriopostsecundariof","transitorioasociadom","transitorioasociadof","transitoriobachm","transitoriobachf","transitoriogradosprom","transitoriogradosprof","transitoriomaestriam","transitoriomaestriaf","transitoriodoctoradom","transitoriodoctoradof","irregularparcialm","irregularparcialf","irregularcompletom","irregularcompletof","irregularnograduadom","irregularnograduadof","irregulargraduadom","irregulargraduadof","irregularpostsecundariom","irregularpostsecundariof","irregularasociadom","irregularasociadof","irregularbachm","irregularbachf","irregulargradosprom","irregulargradosprof","irregularmaestriam","irregularmaestriaf","irregulardoctoradom","irregulardoctoradof","otrosparcialm","otrosparcialf","otroscompletom","otroscompletof","otrosnograduadom","otrosnograduadof","otrosgraduadom","otrosgraduadof","otrospostsecundariom","otrospostsecundariof","otrosasociadom","otrosasociadof","otrosbachm","otrosbachf","otrosgradosprom","otrosgradosprof","otrosmaestriam","otrosmaestriaf","otrosdoctoradom","otrosdoctoradof","nuevom","nuevof","reingresadom","reingresadof","ascendidom","ascendidof","trasladadom","trasladadof","reinstaladom","reinstaladof","habilitadom","habilitadof","renunciantem","renunciantef","cesanteadom","cesanteadof","terminocontratom","terminocontratof","destituidom","destituidof","retiradom","retiradof","impedimentosinacomodom","impedimentosinacomodof","impedimentoacomodom","impedimentoacomodof","pensionadotransitoriom","pensionadotransitoriof","pensionadocontratom","pensionadocontratof","discrimenedadm","discrimenedadf","discrimenimpedimentom","discrimenimpedimentof","discrimenpoliticom","discrimenpoliticof","discrimenreligiosom","discrimenreligiosof","discrimensexom","discrimensexof","discrimennacionalidadm","discrimennacionalidadf","discrimenorientacionsexualm","discrimenorientacionsexualf","discrimenotrom","discrimenotrof","retribucionmrangoa","retribucionfrangoa","retribucionmrangob","retribucionfrangob","retribucionmrangoc","retribucionfrangoc","retribucionmrangod","retribucionfrangod","retribucionmrangoe","retribucionfrangoe","retribucionmrangof","retribucionfrangof","retribucionmrangog","retribucionfrangog","retribucionmrangoh","retribucionfrangoh","retribucionmrangoi","retribucionfrangoi","retribucionmrangoj","retribucionfrangoj","retribucionmrangok","retribucionfrangok","anosserviciomrangoa","anosserviciofrangoa","anosserviciomrangob","anosserviciofrangob","anosserviciomrangoc","anosserviciofrangoc","anosserviciomrangod","anosserviciofrangod","anosserviciomrangoe","anosserviciofrangoe","anosserviciomrangof","anosserviciofrangof","anosserviciomrangog","anosserviciofrangog","anosserviciomrangoh","anosserviciofrangoh","anosserviciomrangoi","anosserviciofrangoi","edadmrangoa","edadfrangoa","edadmrangob","edadfrangob","edadmrangoc","edadfrangoc","edadmrangod","edadfrangod","edadmrangoe","edadfrangoe","edadmrangof","edadfrangof","edadmrangog","edadfrangog","edadmrangoh","edadfrangoh","preparadonombre","preparadopuesto"
"3159","Corporaciones públicas","2015-2016","Autoridad del Distrito del Centro de Convenciones de Puerto Rico","2017-02-07T00:00:00.000","2017-02-07T00:00:00.000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","3","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","2","2","0","3","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","3","0","0","0","0","Ivonne Vilanova","Gerente Servicios Administrativos"
"3159","Corporaciones públicas","2012-2013","Autoridad del Distrito del Centro de Convenciones de Puerto Rico","2014-02-06T00:00:00.000","2014-02-06T00:00:00.000","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","1","1","0","0","0","0","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","2","3","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","1","0","2","1","0","0","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"3165","Corporaciones públicas","2013-2014","Corporación del Fondo del Seguro del Estado","2015-01-16T00:00:00.000","2015-01-16T00:00:00.000","1","4","1","1187","1939","3","1","336","175","103","121","172","356","284","803","29","38","161","339","103","107","0","0","5","8","0","0","0","0","1","0","0","0","3","4","0","2","1","1","0","1","0","0","8","14","0","0","1","0","0","0","0","0","1","6","4","6","2","1","0","1","0","0","25","57","0","0","12","6","0","0","1","12","10","29","1","0","0","4","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","62","0","0","23","47","32","55","12","10","0","0","9","18","9","18","2","2","1","1","29","90","0","0","1","0","0","0","0","0","0","1","0","0","12","5","0","0","0","0","0","0","0","0","0","0","0","0","30","33","61","73","24","44","165","110","72","110","206","207","182","360","178","418","92","299","219","365","155","240","105","149","276","270","364","580","162","390","156","379","9","6","0","4","2","1","0","0","18","9","117","114","372","537","454","982","223","343","39","31","6","3","Luz Zenaida Ocasio Ríos","Analista en Administración de Recursos Humanos"
"3165","Corporaciones públicas","2014-2015","Corporación del Fondo del Seguro del Estado","2016-01-26T00:00:00.000","2016-02-08T00:00:00.000","1","0","0","1171","1927","1","1","333","170","101","116","167","358","278","804","29","37","161","333","101","108","0","0","5","11","0","0","0","0","1","0","0","0","3","4","0","3","1","2","0","2","0","0","6","14","0","0","0","0","0","0","0","0","1","7","4","5","1","1","0","1","0","0","18","18","0","0","12","5","0","0","1","1","4","9","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","15","0","0","7","42","15","29","1","1","0","0","13","23","7","2","1","0","3","0","11","29","6","6","3","3","0","0","0","0","0","1","5","5","1","2","0","0","0","2","0","0","0","0","0","2","0","0","31","32","60","73","20","42","163","104","73","107","202","207","186","358","165","405","89","293","211","349","140","222","44","77","281","277","314","511","236","418","162","419","19","42","2","2","2","2","0","0","11","2","93","89","350","461","452","975","238","392","50","47","6","4","Luz Zenaida Ocasio Ríos","Analista en Administración de Recursos Humanos"
"3165","Corporaciones públicas","2015-2016","Corporación del Fondo del Seguro del Estado","2017-02-24T00:00:00.000","2017-02-24T00:00:00.000","1","4","1","1156","1894","3","1","336","167","96","111","165","351","277","803","28","39","158","327","97","96","0","0","5","11","0","0","0","0","1","0","0","0","3","3","0","4","1","2","0","2","0","0","7","9","0","0","0","0","0","0","1","0","1","5","4","3","1","1","0","0","0","0","3","10","0","0","0","2","0","0","0","0","2","6","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","14","0","0","4","6","7","16","1","1","0","0","6","16","0","5","0","1","1","0","6","16","7","17","1","3","0","0","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","0","3","0","0","20","30","64","67","19","25","77","76","148","146","165","163","190","342","185","382","93","321","214","373","103","175","65","98","268","261","255","417","257","447","163","402","60","121","2","1","2","3","0","0","8","3","75","69","319","427","440","933","278","453","46","35","9","5","Luz Zenaida Ocasio Ríos","Analista en Administración de Recursos Humanos"
"3165","Corporaciones públicas","2012-2013","Corporación del Fondo del Seguro del Estado","2014-02-14T00:00:00.000","2014-02-14T00:00:00.000","1","4","2","1218","2030","7","11","202","262","141","171","256","344","434","610","125","123","195","293","32","48","0","0","10","14","0","0","2","0","0","0","0","0","4","6","1","5","4","2","0","0","0","0","11","17","0","0","1","1","0","0","0","1","4","5","6","7","1","2","0","0","0","0","2","7","0","0","1","0","0","1","0","0","0","1","1","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","135","125","25","39","29","26","0","0","47","74","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","8","3","0","0","0","0","0","0","0","0","0","0","0","0","61","58","23","33","59","47","173","146","81","87","320","515","163","378","85","288","47","166","233","352","142","198","124","173","263","281","356","576","194","449","157","381","6","7","0","4","3","1","0","0","18","7","143","127","370","568","450","970","219","351","38","44","7","3","NULL","Instituto de Estadísticas de Puerto Rico"
"3175","Corporaciones públicas","2013-2014","Autoridad para el Financiamiento de la Vivienda de Puerto Rico","2015-02-05T00:00:00.000","2015-02-05T00:00:00.000","1","0","0","64","88","0","0","12","2","0","3","3","9","27","53","3","2","19","19","0","0","0","0","2","2","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","1","0","1","0","1","0","0","0","0","1","0","0","0","1","4","0","0","0","1","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","11","9","20","12","26","10","10","8","11","5","6","2","6","3","3","13","3","25","35","18","22","18","23","4","9","1","4","2","3","0","0","0","0","0","0","0","0","0","0","10","14","33","40","20","36","5","6","0","0","0","0","Nancy Luquis Guadalupe","Coordinador Recursos Humanos"
"3175","Corporaciones públicas","2014-2015","Autoridad para el Financiamiento de la Vivienda de Puerto Rico","2016-02-05T00:00:00.000","2016-02-05T00:00:00.000","1","0","0","63","89","0","0","12","2","0","2","3","11","26","51","3","3","19","20","0","0","0","0","2","2","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","2","0","0","0","3","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","6","9","9","20","11","27","11","10","7","11","5","7","2","6","3","3","13","3","23","35","20","19","17","26","4","8","1","5","2","3","0","0","0","0","0","0","0","0","0","0","10","12","32","38","20","40","5","6","0","0","0","0","Nancy Luquis Guadalupe","Coordinador Recursos Humanos"
"3175","Corporaciones públicas","2015-2016","Autoridad para el Financiamiento de la Vivienda de Puerto Rico","2017-02-07T00:00:00.000","2017-02-07T00:00:00.000","1","0","0","55","85","0","0","10","2","0","2","3","11","22","47","3","3","17","20","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","1","3","0","0","0","0","0","0","0","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","1","0","0","0","0","0","1","2","0","0","1","1","0","0","0","1","0","0","1","2","0","0","0","0","0","0","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","9","7","19","12","25","9","10","6","11","5","7","1","6","3","3","12","3","22","34","11","13","21","24","4","15","1","3","2","4","0","0","0","0","0","0","0","0","0","0","5","10","29","34","22","38","5","11","0","0","0","0","Nancy Luquis Guadalupe","Coordinador Recursos Humanos"
"3175","Corporaciones públicas","2012-2013","Autoridad para el Financiamiento de la Vivienda de Puerto Rico","2014-02-07T00:00:00.000","2014-02-07T00:00:00.000","1","0","0","64","85","0","0","10","5","0","2","4","8","27","51","1","0","22","19","0","0","0","0","2","2","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","7","0","0","0","2","0","1","0","2","1","2","0","0","1","0","0","0","10","16","0","0","2","3","1","1","5","0","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","9","9","18","12","24","10","11","7","10","5","6","3","6","3","3","13","3","32","38","15","20","14","17","3","8","1","7","2","0","0","0","0","0","0","0","0","0","0","0","12","18","33","35","17","31","5","6","0","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"3180","Corporaciones públicas","2013-2014","Compañía de Fomento Industrial de Puerto Rico","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","1","0","127","0","150","1","0","23","4","12","10","12","17","57","67","8","4","34","24","3","1","0","0","8","3","0","0","0","0","0","0","0","0","3","3","2","0","3","0","0","0","0","0","6","18","0","0","1","1","0","0","0","0","5","0","3","0","8","5","1","0","0","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","1","0","1","1","1","0","0","5","0","0","0","0","0","1","0","4","1","0","0","5","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","2","1","2","5","13","8","23","24","27","43","20","20","15","9","14","5","30","12","25","6","26","22","28","25","22","18","17","17","32","39","0","0","0","0","0","0","0","0","1","0","11","8","43","41","61","66","30","12","4","0","0","0","Ivonne Pérez Burgos","Oficial de Capital Humano"
"3180","Corporaciones públicas","2014-2015","Compañía de Fomento Industrial de Puerto Rico","2016-02-05T00:00:00.000","2016-02-08T00:00:00.000","1","0","2","117","118","1","0","22","3","12","10","12","16","46","66","2","5","20","18","2","2","0","0","8","3","0","0","0","0","0","0","0","0","3","3","2","0","3","0","0","0","0","0","18","7","0","0","1","1","0","0","0","0","5","0","2","1","9","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","2","1","4","7","1","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","2","1","2","5","13","7","22","24","25","44","20","20","12","13","15","4","28","12","23","9","23","15","23","27","22","18","19","14","32","45","1","2","0","0","0","0","0","0","1","0","7","6","38","40","60","70","32","14","5","0","0","0","Angel L. Acevedo Santiago","Gerente de Finanza"
"3180","Corporaciones públicas","2015-2016","Compañía de Fomento Industrial de Puerto Rico","2017-01-31T00:00:00.000","2017-01-31T00:00:00.000","1","0","2","115","116","1","0","22","3","11","10","12","16","45","65","3","5","20","17","1","2","0","0","7","3","0","0","0","0","0","0","0","0","3","2","2","0","2","1","0","0","0","0","18","6","0","0","1","1","0","0","0","0","5","0","2","1","9","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","1","0","0","0","3","2","1","0","0","0","1","0","0","0","4","8","2","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","2","1","2","5","13","7","21","23","25","44","19","20","12","11","15","5","27","11","23","8","20","13","19","24","25","18","17","16","29","38","7","10","0","0","0","0","0","0","0","0","7","4","32","30","55","7","40","18","6","0","0","0","Angel L. Acevedo Santiago","Gerente de Finanza"
"3180","Corporaciones públicas","2012-2013","Compañía de Fomento Industrial de Puerto Rico","2014-01-30T00:00:00.000","2014-01-30T00:00:00.000","1","0","0","125","124","1","0","20","4","10","10","12","19","51","67","3","4","26","19","2","1","0","0","8","2","0","0","0","0","0","0","0","0","3","2","2","0","3","0","0","0","0","0","16","4","0","0","1","1","0","0","0","0","4","0","1","1","9","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","6","0","0","1","1","0","2","9","3","0","0","14","5","0","1","0","0","0","0","5","6","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","5","6","15","13","21","25","22","50","22","12","20","8","12","5","29","8","22","10","28","23","29","20","20","17","25","30","25","29","0","1","0","0","0","0","0","0","0","0","9","10","41","46","64","61","31","13","4","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"3185","Departamentos y Agencias","2013-2014","Departamento de Desarrollo Económico y Comercio","2015-02-09T00:00:00.000","2015-02-09T00:00:00.000","1","1","0","56","78","1","1","15","11","2","3","4","7","24","35","1","5","10","16","0","0","0","0","4","6","0","0","1","0","0","1","0","0","2","3","0","0","1","2","0","0","0","0","18","21","0","0","5","2","0","0","0","1","1","9","6","5","6","3","0","1","0","0","12","23","0","0","9","6","0","1","0","0","1","14","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","21","0","0","0","1","0","0","4","4","0","0","12","9","0","0","0","1","0","0","0","1","6","4","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","12","7","8","18","15","31","5","14","17","19","12","14","8","8","3","5","8","7","25","39","8","5","23","39","17","15","11","9","7","19","0","1","0","1","0","0","0","0","3","9","18","22","31","45","34","43","5","7","0","2","0","0","Juan R. Rivera Carrillo","Consultor"
"3185","Departamentos y Agencias","2014-2015","Departamento de Desarrollo Económico y Comercio","2016-02-08T00:00:00.000","2016-02-08T00:00:00.000","1","1","0","57","79","1","1","15","11","2","3","4","7","25","36","1","5","10","16","0","0","0","0","3","5","0","0","0","0","0","1","0","0","3","2","0","0","0","2","0","0","0","0","14","19","0","0","2","2","0","0","0","1","2","7","5","6","5","2","0","1","0","0","4","12","0","0","4","3","0","1","0","1","0","5","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","12","0","0","0","0","0","0","1","6","0","0","9","13","0","0","6","11","0","0","0","0","6","4","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","9","5","6","14","14","24","5","14","16","21","10","13","7","5","1","8","9","9","18","31","2","1","30","47","14","9","7","10","8","14","0","2","0","0","0","1","0","0","2","4","12","12","24","46","29","44","12","7","0","2","0","0","Juan R. Rivera Carrillo","Consultor"
"3185","Departamentos y Agencias","2015-2016","Departamento de Desarrollo Económico y Comercio","2017-02-07T00:00:00.000","2017-02-07T00:00:00.000","1","1","0","57","78","1","1","7","6","4","9","5","6","28","34","1","5","12","17","0","0","0","0","2","5","0","0","0","0","0","1","0","0","1","2","1","0","0","2","0","0","0","0","10","17","0","0","1","1","0","1","0","0","2","5","4","7","3","2","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","1","0","1","0","1","1","0","0","5","7","0","0","0","4","1","0","0","0","3","0","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","6","2","6","10","14","21","5","13","16","22","9","11","6","6","1","7","7","8","11","13","4","1","25","40","8","14","15","12","8","17","0","2","0","0","0","1","0","0","0","0","8","5","22","38","26","40","13","15","2","2","0","0","Fabiola Pérez Colón","Directora Interina de Recursos Humanos y Relaciones Laborales"
"3185","Departamentos y Agencias","2012-2013","Departamento de Desarrollo Económico y Comercio","2014-02-04T00:00:00.000","2014-02-04T00:00:00.000","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","12","0","0","0","0","0","0","0","1","0","7","3","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10","0","0","0","0","0","0","0","0","0","0","9","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","2","0","1","0","1","0","1","1","1","4","2","4","9","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","4","0","3","1","3","0","0","0","0","0","0","NULL","Instituto de Estadísticas de Puerto Rico"
"3190","Corporaciones públicas","2013-2014","Instituto de Cultura Puertorriqueña","2015-02-06T00:00:00.000","2015-02-06T00:00:00.000","1","0","0","53","64","0","0","16","18","0","0","7","9","20","24","1","1","8","10","1","2","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","4","11","0","0","0","1","0","0","0","0","1","3","0","1","3","6","0","0","0","0","10","19","0","0","4","3","0","0","0","3","5","11","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","4","11","0","1","2","1","0","0","4","7","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","8","16","17","15","20","11","12","8","12","7","8","3","6","2","3","1","5","1","3","15","25","3","5","5","8","26","31","1","5","18","17","1","3","0","0","0","0","0","0","1","3","9","14","14","20","27","39","14","16","4","1","0","1","Ivette Santana Camacho","Analista de Recursos Humanos"
"3190","Corporaciones públicas","2014-2015","Instituto de Cultura Puertorriqueña","2016-02-08T00:00:00.000","2016-02-08T00:00:00.000","1","0","0","63","74","0","0","31","19","0","0","4","7","18","37","1","0","8","9","1","2","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","6","8","0","0","0","1","0","0","0","0","2","2","1","0","3","4","0","1","1","0","7","16","0","0","2","4","0","0","0","0","6","9","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","14","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","1","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","13","16","31","9","4","31","7","2","0","2","0","5","0","5","0","1","0","0","0","0","9","21","5","5","7","9","17","21","13","14","7","6","1","0","0","0","0","0","0","0","0","2","8","16","19","20","33","39","14","20","3","2","0","1","Nicole Cruz Meléndez","Directora Interina Oficina de Recursos Humanos"
"3190","Corporaciones públicas","2012-2013","Instituto de Cultura Puertorriqueña","2014-02-21T00:00:00.000","2014-02-21T00:00:00.000","1","0","0","50","66","0","0","22","15","0","0","4","7","16","34","0","2","7","7","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","6","13","0","0","0","1","0","0","0","0","1","2","0","1","6","8","0","0","0","0","8","13","0","0","4","2","0","0","0","2","4","7","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","2","1","3","1","0","0","0","2","2","0","0","1","8","1","0","8","6","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","17","32","25","14","32","4","20","5","0","4","1","3","5","2","1","1","0","0","1","16","33","4","3","6","15","17","25","15","17","10","8","1","1","0","0","0","0","0","0","0","0","6","8","15","30","30","42","15","20","3","1","0","1","NULL","Instituto de Estadísticas de Puerto Rico"
