"numero_de_contrato","entidad","contratista","cuantia","fecha_de_otorgamiento","vigente_desde","vigente_hasta","vigencia_en_meses","tipo_de_servicio","categoria_de_servicio","estatus","funcionario_firmante","otorgado_en_pr","otorgado_en","esta_rescindido","es_privatizacion"
"(4011) 2014-000243-A","Municipio de Bayamón","LBA TRUCK & GENERAL CONTRACTORS, INC.","22200","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000244-A","Municipio de Bayamón","ANGEL L. RAMOS FALC&#211;N/HNC TRANSPORTE RAMOS","24000","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000245-A","Municipio de Bayamón","ANGEL L. RAMOS FALC&#211;N/HNC TRANSPORTE RAMOS","8400","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000246-A","Municipio de Bayamón","ANGEL L. RAMOS FALC&#211;N/HNC TRANSPORTE RAMOS","23400","2013-09-27T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4058) 2014-000863","Municipio de Ponce","VALLS TORRES CARMEN ANA","6000","2013-09-28T00:00:00.000","2013-09-28T00:00:00.000","2014-09-27T00:00:00.000","12","VIVIENDAS","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","Hon. Maria E. Melendez Altieri, Alcaldesa","true","PONCE","false","false"
"(3063) 2014-RH0032-A","Universidad de Puerto Rico en Ponce","MARTA YAZMIN GARCIA NIEVES","420","2013-09-28T00:00:00.000","2013-08-14T00:00:00.000","2013-12-18T00:00:00.000","4.18","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","MARGARITA E. VILLAMIL TORRES, RECTORA INTERINA","true","PONCE","false",
"(3051) 2014-C00180","Recinto de Río Piedras de la Universidad de Puerto Rico","CALITEK, INC.","220.9","2013-09-28T00:00:00.000","2013-07-01T00:00:00.000","2014-06-30T00:00:00.000","12","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","ETHEL RÍOS ORLANDI, RECTORA INTERINA, RECTORA INTERINA","true","SAN JUAN","false",
"(1516) 2012-000015-G","Oficina del Procurador del Veterano del Estado Libre Asociado de Puerto Rico","ATG CONTRACTORS, INC.","48000","2013-09-28T00:00:00.000","2013-09-28T00:00:00.000","2014-10-06T00:00:00.000","12.3","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","Aceptado","Elizabeth López Cabrera, Procuradora Interina","true","SAN JUAN","false",
"(4056) 2014-000033-A","Municipio de Patillas","ING. EDGAR J. LEBRON MARQUEZ, P.E.","9750","2013-09-28T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","SERVICIOS TECNICOS","SERVICIOS TÉCNICOS","Aceptado","HON. NORBERTO SOTO FIGUEROA, ALCALDE","true","PATILLAS","false",
"(4056) 2013-000106-C","Municipio de Patillas","ING. EDGAR J. LEBRON MARQUEZ, P.E.","8638","2013-09-28T00:00:00.000","2013-09-28T00:00:00.000","2013-11-28T00:00:00.000","2.04","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","HON. NORBERTO SOTO FIGUEROA, ALCALDE","true","PATILLAS","false",
"(3067) 2014-000045","Universidad de Puerto Rico Administración Central","VERÓNICA BAEATRIZ FONSECA GARCÍA","13200","2013-09-28T00:00:00.000","2013-09-28T00:00:00.000","2014-06-30T00:00:00.000","9.07","SERVICIOS TECNICOS","SERVICIOS TÉCNICOS","Aceptado","Dra. Celeste E. Freytes González, Presidenta Interina","true","SAN JUAN","false",
"(3067) 2014-000046","Universidad de Puerto Rico Administración Central","ACTIVIDADES ECOLOGICAS EDUCATIVAS INC.","0","2013-09-28T00:00:00.000","2013-09-28T00:00:00.000","2013-12-15T00:00:00.000","2.6","ACUERDOS NO FINANCIEROS","ACUERDOS NO FINANCIEROS","Aceptado","Dra. Celeste E. Freytes González, Presidenta Interina","true","SAN JUAN","false",
"(4103) 2014-000715","Corporación Aguadilla City Enterprises","TANIA DELGADO HERNANDEZ","275","2013-09-28T00:00:00.000","2013-09-28T00:00:00.000","2013-09-28T00:00:00.000","0.03","OFRECER INMUEBLE EN ALQUILER","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","OMAYRA ROSA JORDAN, COORDINADORA EMPRESAS MUNICIPALES","true","AGUADILLA","false",
"(4103) 2014-000713","Corporación Aguadilla City Enterprises","DALLYS LEUNG LIN","50","2013-09-28T00:00:00.000","2013-09-28T00:00:00.000","2013-09-28T00:00:00.000","0.03","OFRECER INMUEBLE EN ALQUILER","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","OMAYRA ROSA JORDAN, COORDINADORA EMPRESAS MUNICIPALES","true","AGUADILLA","false",
"(4043) 2013-000058-A","Municipio de Las Marías","HECTOR COSME RIOS","3900","2013-09-28T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","JOSE JAVIER RODRIGUEZ LOPEZ, ALCALDE","true","LAS MARÍAS","false",
"(4076) 2014-000570","Municipio de Villalba","JORELYN SANCHEZ PEREZ","1500","2013-09-28T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","SERVICIOS TRABAJO DE OFICINA","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","HON. LUIS JAVIER HERNANDEZ ORTIZ, ALCALDE","true","VILLALBA","false","false"
"(4071) 2014-000252","Municipio de Trujillo Alto","MILLENIUM COLLECTION AGENCY, INC.","4674.06","2013-09-28T00:00:00.000","2013-09-28T00:00:00.000","2014-04-28T00:00:00.000","7","OTROS FONDOS","TRANSFERENCIA DE FONDOS","Aceptado en Proceso","JOSE LUIS CRUZ CRUZ, ALCALDE","true","TRUJILLO ALTO","false","false"
"(3061) 2014-000121","Universidad de Puerto Rico en Arecibo","ALICE RIVERA TORO","240","2013-09-28T00:00:00.000","2013-09-28T00:00:00.000","2013-10-16T00:00:00.000","0.62","SERVICIO DE ADIESTRAMIENTO","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","DR. JOSE J. RODRIGUEZ VAZQUEZ, RECTOR INTERINO","true","ARECIBO","false","false"
"(4051) 2014-000100","Municipio de Moca","FELIX FELICIANO VALENTIN","50","2013-09-29T00:00:00.000","2013-09-03T00:00:00.000","2013-09-03T00:00:00.000","0.03","OFRECER EQUIPO EN ALQUILER","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","Adelfina Maisonave Hernández, Vice-Alcalde","true","MOCA","false",
"(4012) 2014-000067","Municipio de Cabo Rojo","JAIME M. URBAN CARDONA","170","2013-09-29T00:00:00.000","2013-08-31T00:00:00.000","2013-08-31T00:00:00.000","0.03","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","false",
"(4078) 2014-000014-A","Municipio de Yauco","CARMEN ADELA RODRIGUEZ OLIVIERI","0","2013-09-29T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","VIVIENDAS","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","HON. ABEL NAZARIO QUIÑONES, ALCALDE","true","YAUCO","false","false"
"(2245) 2013-950800-A","Administración de Servicios de Salud Mental y  Contra la Adicción","RAFAEL ORTIZ SANTOS","720","2013-09-29T00:00:00.000","2013-09-29T00:00:00.000","2013-09-29T00:00:00.000","0.03","SERVICIOS TÉCNICOS","SERVICIOS TÉCNICOS","Creado","Salvador Santiago Negron, PhD,MPH,ABAP, Administrador","true","BAYAMÓN","false","true"
"(3125) 2011-000163-Q","Autoridad de Carreteras y Transportación de Puerto Rico","TAMRIO, INC.","0","2013-09-29T00:00:00.000","2013-09-29T00:00:00.000","2014-03-28T00:00:00.000","5.95","CARRETERAS, CAMINOS, CALLES Y PUENTES","CONSTRUCCION Y REPARACION DE VIAS PUBLICAS","Aceptado","Javier Arroyo Rosario, Director Area de Construcción","true","SAN JUAN","false","false"
"(3052) 2014-000131","Recinto Universitario de Mayagüez de la Universidad de Puerto Rico","CONSOLIDATED WASTE SERVICES CORP.","4000","2013-09-29T00:00:00.000","2013-09-01T00:00:00.000","2014-06-30T00:00:00.000","9.96","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","ANGEL F. PEREZ PACHECO, DIRECTOR DEPARTAMENTO DE FINANZAS","true","MAYAGUEZ","false",
"(4103) 2014-000714","Corporación Aguadilla City Enterprises","YANIRA MARTIR MARTIR","130","2013-09-29T00:00:00.000","2013-09-29T00:00:00.000","2013-09-29T00:00:00.000","0.03","OFRECER INMUEBLE EN ALQUILER","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","OMAYRA ROSA JORDAN, COORDINADORA EMPRESAS MUNICIPALES","true","AGUADILLA","false",
"(4073) 2014-000327","Municipio de Vega Alta","NELSON SILVA HERNANDEZ","4320","2013-09-29T00:00:00.000","2013-09-29T00:00:00.000","2014-09-28T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","Hon. Isabelo Molina Hernández, Alcalde","true","VEGA ALTA","false",
"(3135) 2013-000116-A","Autoridad de los Puertos de Puerto Rico","AAROTEC INFRASTRUCTURE GROUP, INC.","0","2013-09-29T00:00:00.000","2013-09-29T00:00:00.000","2014-02-28T00:00:00.000","5.03","SERVICIOS TECNICOS","SERVICIOS TÉCNICOS","Aceptado","Victor A. Suarez Melendez, Director Ejecutivo","true","CAYEY","false",
"(4332) 2014-000057","Corporación para el Desarrollo de las Bellas Artes de Guaynabo","SR. MIGUEL SALGADO SOTO","950","2013-09-29T00:00:00.000","2013-09-29T00:00:00.000","2013-09-29T00:00:00.000","0.03","OFRECER INMUEBLE EN ALQUILER","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","JUAN REYES NIEVES, ADMINISTRADOR","true","GUAYNABO","false",
"(3057) 2014-000165","Universidad de Puerto Rico en Cayey","Frances Rodríguez","700","2013-09-29T00:00:00.000","2013-09-29T00:00:00.000","2013-09-30T00:00:00.000","0.07","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","José Noel Caraballo Ríos, Rector Interino","true","CAYEY","false",
"(4003) 2014-000698","Municipio de Aguadilla","REYNALDO TORRES ROSARIO","344","2013-09-30T00:00:00.000","2013-11-01T00:00:00.000","2014-11-01T00:00:00.000","12.03","TRANSFERENCIA DE FONDOS","TRANSFERENCIA DE FONDOS","Aceptado","CARLOS MENDEZ MARTINEZ, ALCALDE","true","AGUADILLA","false",
"(4027) 2012-000398-D","Municipio de Fajardo","MELENDEZ RIVAS, WILLIAM","9000","2013-09-30T00:00:00.000","2013-10-16T00:00:00.000","2013-12-14T00:00:00.000","1.97","SERVICIOS DE INSPECCIÓN ","SERVICIOS PROFESIONALES","Aceptado","Aníbal Meléndez Rivera, Alcalde","true","FAJARDO","false","false"
"(4011) 2014-001424","Municipio de Bayamón","GLADYS E. CRUZ LLANOS","12000","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2014-08-31T00:00:00.000","11.05","PRESTAMOS","PRESTAMOS","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4012) 2013-000428-A","Municipio de Cabo Rojo","CECILIO VALLE GARCIA","0","2013-09-30T00:00:00.000","2013-10-08T00:00:00.000","2013-12-16T00:00:00.000","2.3","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","false",
"(4012) 2013-000498-A","Municipio de Cabo Rojo","Yama Consulting Services","4800","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-10-31T00:00:00.000","1.02","SERVICIOS DE CONSULTORIA ADMINISTRATIVA","SERVICIOS DE CONSULTORIA","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","false",
"(4012) 2013-000499-A","Municipio de Cabo Rojo","ANTONIO J. FAS PACHECO","5000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-10-31T00:00:00.000","1.02","SERVICIOS LEGALES","SERVICIOS PROFESIONALES","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","false",
"(4012) 2014-000010-A","Municipio de Cabo Rojo","JOSE F. LLUCH GARCIA","12000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","SERVICIOS DE INGENIERÍA","SERVICIOS PROFESIONALES","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","false","false"
"(4071) 2011-000818-K","Municipio de Trujillo Alto","ING. HECTOR L. RAMOS, ING.","0","2013-09-30T00:00:00.000","2011-06-06T00:00:00.000","2013-11-30T00:00:00.000","29.88","SERVICIOS TECNICOS","SERVICIOS TÉCNICOS","Aceptado","ADOLFO LOPEZ HERENCIA, AYUDANTE ESPECIAL","true","TRUJILLO ALTO","false",
"(4012) 2014-000035-A","Municipio de Cabo Rojo","Ingenuitas Law Firm, P.S.C. h/n/c M.L. & R.E. Law","9000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-10-31T00:00:00.000","1.02","SERVICIOS LEGALES","SERVICIOS PROFESIONALES","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","false",
"(4012) 2014-000037-A","Municipio de Cabo Rojo","WILMER RIVERA ACOSTA","2000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-10-31T00:00:00.000","1.02","SERVICIOS LEGALES","SERVICIOS PROFESIONALES","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","false",
"(4012) 2014-000056-Z","Municipio de Cabo Rojo","ALVARADO LOPEZ, MIGUEL","0","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","0.03","RESCISION DE CONTRATOS","RESCISION DE CONTRATOS","Aceptado","ROBERTO RAMIREZ KURTZ, ALCALDE","true","CABO ROJO","true",
"(4013) 2014-001165","Municipio de Caguas","RZ CONTRACTORS, INC.","29100","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-11-08T00:00:00.000","1.32","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","ADA BELEN CABALLERO MIRANDA, SECRETARIA DE LA SECRETARIA DE INFRAESTRUCTURA, OR","true","CAGUAS","false",
"(4041) 2013-000231-E","Municipio de Lajas","COAST TO COAST CONSTRUCTION & TRANSPORT SERVICE IN","8600","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-10-31T00:00:00.000","1.02","OFRECER EQUIPO EN ALQUILER","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","MARCOS A. IRIZARRY PAGAN, ALCALDE","true","LAJAS","false",
"(4038) 2014-000136-A","Municipio de Jayuya","HEREDIA TORRES GLADYS","3770","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-01-31T00:00:00.000","4.04","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","ALICIA ALFONZO REYES, AYUDANTE DEL ALCALDE","true","JAYUYA","false",
"(4038) 2014-000249-A","Municipio de Jayuya","DE JESUS CHOMPRE NESTOR A","200","2013-09-30T00:00:00.000","2013-09-18T00:00:00.000","2013-10-29T00:00:00.000","1.38","SERVICIOS TECNICOS","SERVICIOS TÉCNICOS","Aceptado","ALICIA ALFONZO REYES, AYUDANTE DEL ALCALDE","true","JAYUYA","false",
"(4065) 2013-B00011-D","Municipio de San Juan","ST. JAMES SECURITY SERVICES, INC.","4200000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","MAGDIEL I. PEREZ GONZALEZ, SECRETARIO MUNICIPAL","true","SAN JUAN","false",
"(4078) 2014-000084-A","Municipio de Yauco","ANA DELIA BORRERO SANTIAGO","2000","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-11-30T00:00:00.000","2.01","EDIFICIOS","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","HON. ABEL NAZARIO QUIÑONES, ALCALDE","true","YAUCO","false","false"
"(4072) 2013-000093-A","Municipio de Utuado","G . RUBERO ENTERPRICES","12537.5","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","COMPRA DE MATERIALES,MEDICINAS Y COMBUSTIBLE","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS","Aceptado","HON. ERNESTO IRIZARRY SALVA, ALCALDE DE UTUADO","true","UTUADO","false",
"(4072) 2013-000094-A","Municipio de Utuado","SISBRO SERVICES, INC.","22179.5","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","COMPRA DE MATERIALES,MEDICINAS Y COMBUSTIBLE","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS","Aceptado","HON. ERNESTO IRIZARRY SALVA, ALCALDE DE UTUADO","true","UTUADO","false",
"(4072) 2013-000095-A","Municipio de Utuado","PETRA GONZALEZ ROSADO","10713.5","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","COMPRA DE MATERIALES,MEDICINAS Y COMBUSTIBLE","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS","Aceptado","HON. ERNESTO IRIZARRY SALVA, ALCALDE DE UTUADO","true","UTUADO","false",
"(4065) 2014-V00285","Municipio de San Juan","DESARROLLOS ARCANGEL, INC.","6768","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","ORLANDO FRANCO VARGAS, DIRECTOR EJECUTIVO","true","SAN JUAN","false",
"(4008) 2014-000140-A","Municipio de Arroyo","MILLER COMPACT","16795","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-10-22T00:00:00.000","0.76","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","Aceptado","ERIC BACHIER ROMAN, Alcalde","true","ARROYO","false",
"(1201) 2012-000253-B","Departamento de Educación de Puerto Rico","FREDY E. VARELA LÓPEZ DBA/DISTRIBUIDORA VARELA","49418.98","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","ALIMENTOS","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS","Aceptado","LOURDES VELAZQUEZ RIVERA, DIRECTORA, AUTORIDAD ESCOLAR DE ALIMENTOS","true","SAN JUAN","false","false"
"(1201) 2012-000254-B","Departamento de Educación de Puerto Rico","FRUTAS Y VEGETALES LOPEZ ORTIZ, INC.","33015.44","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","ALIMENTOS","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS","Aceptado","LOURDES VELAZQUEZ RIVERA, DIRECTORA, AUTORIDAD ESCOLAR DE ALIMENTOS","true","SAN JUAN","false","false"
"(1201) 2012-000256-B","Departamento de Educación de Puerto Rico","CARLOS A. MELÉNDEZ MOLINA DBA ALMACÉN MELÉNDEZ","37863.05","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","ALIMENTOS","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS","Aceptado","LOURDES VELAZQUEZ RIVERA, DIRECTORA, AUTORIDAD ESCOLAR DE ALIMENTOS","true","SAN JUAN","false","false"
"(1201) 2012-000251-B","Departamento de Educación de Puerto Rico","JOSÉ R. PEÑA TORRES","35192.55","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","ALIMENTOS","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS","Aceptado","LOURDES VELAZQUEZ RIVERA, DIRECTORA, AUTORIDAD ESCOLAR DE ALIMENTOS","true","SAN JUAN","false","false"
"(4019) 2014-000042","Municipio de Ceiba","MELENDEZ RIVAS, WILLIAM","45000","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2014-03-30T00:00:00.000","5.98","SERVICIOS TECNICOS","SERVICIOS TÉCNICOS","Aceptado","CRUZ RAMOS, ANGELO, ALCALDE","true","CEIBA","false",
"(1201) 2012-000249-B","Departamento de Educación de Puerto Rico","ALVIN APONTE TORRES","60431.53","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","ALIMENTOS","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS","Aceptado","LOURDES VELAZQUEZ RIVERA, DIRECTORA, AUTORIDAD ESCOLAR DE ALIMENTOS","true","SAN JUAN","false","false"
"(1201) 2012-000252-B","Departamento de Educación de Puerto Rico","ALVIN APONTE TORRES","15890.58","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","ALIMENTOS","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS","Aceptado","LOURDES VELAZQUEZ RIVERA, DIRECTORA, AUTORIDAD ESCOLAR DE ALIMENTOS","true","SAN JUAN","false","false"
"(1201) 2012-000276-B","Departamento de Educación de Puerto Rico","ANTONIO APONTE CRUZ","15774.94","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","ALIMENTOS","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS","Aceptado","LOURDES VELAZQUEZ RIVERA, DIRECTORA, AUTORIDAD ESCOLAR DE ALIMENTOS","true","SAN JUAN","false","false"
"(4019) 2014-000041","Municipio de Ceiba","MELENDEZ RIVAS, WILLIAM","80000","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2014-03-30T00:00:00.000","5.98","SERVICIOS TECNICOS","SERVICIOS TÉCNICOS","Aceptado","CRUZ RAMOS, ANGELO, ALCALDE","true","CEIBA","false",
"(1201) 2012-000171-B","Departamento de Educación de Puerto Rico","ISLA CENTRO PRODUCTS CORP.","56459.14","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","ALIMENTOS","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS","Aceptado","LOURDES VELAZQUEZ RIVERA, DIRECTORA, AUTORIDAD ESCOLAR DE ALIMENTOS","true","SAN JUAN","false","false"
"(1201) 2012-000172-B","Departamento de Educación de Puerto Rico","LUIS A. LOYO ALICEA","43620.59","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-03-31T00:00:00.000","5.98","ALIMENTOS","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS","Aceptado","LOURDES VELAZQUEZ RIVERA, DIRECTORA, AUTORIDAD ESCOLAR DE ALIMENTOS","true","SAN JUAN","false","false"
"(2230) 2013-000040-A","Departamento de Recursos Naturales y Ambientales","PG ENGINEERING SOLUTIONS, PSC","0","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-12-31T00:00:00.000","3.06","SERVICIOS TECNICOS","SERVICIOS TÉCNICOS","Aceptado","CARMEN R. GUERRERO PÉREZ, SECRETARIA","true","SAN JUAN","false",
"(4072) 2013-000104-A","Municipio de Utuado","INTER- OFFICE SUPPLIES INC.","1458.25","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","MATERIALES Y EFECTOS DE OFICINA","COMPRA DE MATERIALES, SUMINISTROS Y EFECTOS","Aceptado","HON. ERNESTO IRIZARRY SALVA, ALCALDE DE UTUADO","true","UTUADO","false","false"
"(4027) 2014-000249","Municipio de Fajardo","FOAM CEM CARIBE INC","387724.74","2013-09-30T00:00:00.000","2013-10-07T00:00:00.000","2014-04-06T00:00:00.000","5.98","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","CONSTRUCCION Y REPARACION DE ESTRUCTURAS","Aceptado","Aníbal Meléndez Rivera, Alcalde","true","FAJARDO","false",
"(4063) 2014-000072","Municipio de Salinas","DAISY RODRIGUEZ","4200","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2014-09-30T00:00:00.000","12","OBTENER INMUEBLES","COMPRA, VENTA Y/O ALQUILER DE INMUEBLES","Aceptado","Karilyn Bonilla Colon, Alcaldesa","true","SALINAS","false",
"(4011) 2014-001449","Municipio de Bayamón","AUTOMATIC CONTROL TECHNOLOGY","2250","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","SERVICIOS MISCELANEOS NO PERSONALES","SERVICIOS MISCELÁNEOS NO PERSONALES","Aceptado","RURICO PINTADO CRUZ, VICE-ALCALDE","true","BAYAMÓN","false",
"(4018) 2012-000400-F","Municipio de Cayey","HERNAN GONZALEZ & ASSOCIATES PSC","0","2013-09-30T00:00:00.000","2013-09-30T00:00:00.000","2013-11-30T00:00:00.000","2.04","SERVICIOS PERSONALES NO PROFESIONALES","SERVICIOS PERSONALES NO PROFESIONALES","Aceptado","ROLANDO ORTIZ VELAZQUEZ, ALCALDE","true","CAYEY","false",
"(4011) 2014-000366-A","Municipio de Bayamón","RÁUL VALLE GONZÀLEZ","3225","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","SERVICIO DE ADIESTRAMIENTO U ORIENTACION","SERVICIOS DE ADIESTRAMIENTO U ORIENTACION","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
"(4011) 2014-000396-A","Municipio de Bayamón","NC CONTRACTORS & RENTAL, INC.","13500","2013-09-30T00:00:00.000","2013-10-01T00:00:00.000","2013-12-31T00:00:00.000","3.02","OBTENER EQUIPO Y VEHICULOS","COMPRA, VENTA Y ALQUILER DE EQUIPO, VEHICULOS Y OTROS","Aceptado","ORLANDO LOPEZ BELMONTE, SECRETARIO MUNICIPAL","true","BAYAMÓN","false",
